,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
1199,000915.SZ,20140102,30.5,30.77,30.0,30.61,30.71,-0.1,-0.33,14951.92,45507.6736
1198,000915.SZ,20140103,30.01,30.58,29.68,29.79,30.61,-0.82,-2.68,14405.54,43164.395
1197,000915.SZ,20140106,29.94,29.95,28.69,29.0,29.79,-0.79,-2.65,10082.23,29496.9377
1196,000915.SZ,20140107,28.5,29.77,28.5,29.53,29.0,0.53,1.83,11198.17,32853.0345
1195,000915.SZ,20140108,29.43,30.5,29.43,30.4,29.53,0.87,2.95,15851.67,47735.065
1194,000915.SZ,20140109,30.32,31.14,30.32,31.0,30.4,0.6,1.97,25026.45,77237.5596
1193,000915.SZ,20140110,30.53,31.25,30.21,30.4,31.0,-0.6,-1.94,11437.01,35156.9926
1192,000915.SZ,20140113,30.0,31.2,29.75,30.99,30.4,0.59,1.94,15231.63,46722.2554
1191,000915.SZ,20140114,30.97,31.91,30.34,31.59,30.99,0.6,1.94,17963.95,56384.2547
1190,000915.SZ,20140115,31.31,32.37,31.31,32.02,31.59,0.43,1.36,14502.91,46615.9918
1189,000915.SZ,20140116,32.26,32.3,30.99,31.26,32.02,-0.76,-2.37,15286.28,47912.2139
1188,000915.SZ,20140117,31.22,32.0,30.85,31.0,31.26,-0.26,-0.83,9116.96,28660.8329
1187,000915.SZ,20140120,31.4,31.85,30.5,30.71,31.0,-0.29,-0.94,6752.02,21066.4902
1186,000915.SZ,20140121,30.57,31.31,30.4,30.9,30.71,0.19,0.62,13331.21,40974.8216
1185,000915.SZ,20140122,30.9,31.59,30.78,31.3,30.9,0.4,1.29,10615.11,33156.5889
1184,000915.SZ,20140123,31.3,31.55,31.02,31.35,31.3,0.05,0.16,11967.9,37429.5231
1183,000915.SZ,20140124,31.21,32.27,31.11,31.81,31.35,0.46,1.47,15516.04,49494.8717
1182,000915.SZ,20140127,31.64,32.3,31.57,31.87,31.81,0.06,0.19,11682.52,37379.4656
1181,000915.SZ,20140128,31.87,32.27,31.58,32.24,31.87,0.37,1.16,9509.56,30341.0555
1180,000915.SZ,20140129,32.28,32.75,31.91,32.12,32.24,-0.12,-0.37,9265.4,29946.713
1179,000915.SZ,20140130,31.86,32.05,31.6,31.8,32.12,-0.32,-1.0,6397.15,20327.4689
1178,000915.SZ,20140207,31.8,32.5,31.57,32.5,31.8,0.7,2.2,7570.64,24430.6282
1177,000915.SZ,20140210,32.6,32.7,31.9,32.5,32.5,0.0,0.0,21862.46,70619.5428
1176,000915.SZ,20140211,32.22,32.59,31.77,32.0,32.5,-0.5,-1.54,23557.33,75613.8572
1175,000915.SZ,20140212,31.61,32.24,31.6,32.19,32.0,0.19,0.59,19750.07,62907.1736
1174,000915.SZ,20140213,32.28,33.1,31.73,31.89,32.19,-0.3,-0.93,16835.48,54973.2976
1173,000915.SZ,20140214,31.8,32.1,31.6,31.95,31.89,0.06,0.19,10548.84,33602.8514
1172,000915.SZ,20140217,31.81,32.9,31.81,32.89,31.95,0.94,2.94,19349.1,62894.7559
1171,000915.SZ,20140218,32.53,34.08,32.53,33.9,32.89,1.01,3.07,28370.32,95158.9683
1170,000915.SZ,20140219,33.7,33.87,32.89,33.44,33.9,-0.46,-1.36,15122.44,50378.2798
1169,000915.SZ,20140220,33.42,33.59,32.4,32.48,33.44,-0.96,-2.87,13458.42,44195.658
1168,000915.SZ,20140221,32.45,32.6,32.06,32.33,32.48,-0.15,-0.46,9614.65,30987.9409
1167,000915.SZ,20140224,32.35,32.8,31.0,31.33,32.33,-1.0,-3.09,16580.23,52461.9967
1166,000915.SZ,20140225,31.43,32.09,29.95,30.5,31.33,-0.83,-2.65,15336.08,47972.853
1165,000915.SZ,20140226,30.28,31.3,29.4,31.12,30.5,0.62,2.03,13264.38,40474.0251
1164,000915.SZ,20140227,31.13,31.3,28.01,28.01,31.12,-3.11,-9.99,40710.22,118084.8443
