,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
1114,300224.SZ,20140102,14.9,15.25,14.73,15.11,14.91,0.2,1.34,18001.92,27082.3673
1113,300224.SZ,20140103,15.26,15.48,15.01,15.15,15.11,0.04,0.26,27270.03,41639.5835
1112,300224.SZ,20140106,15.1,15.99,14.7,15.4,15.15,0.25,1.65,49348.98,76646.5379
1111,300224.SZ,20140107,15.17,16.07,14.91,15.88,15.4,0.48,3.12,52114.69,82276.6505
1110,300224.SZ,20140108,15.88,15.97,15.59,15.78,15.88,-0.1,-0.63,29493.68,46443.4196
1109,300224.SZ,20140109,15.7,15.75,14.91,14.95,15.78,-0.83,-5.26,29232.76,44852.5877
1108,300224.SZ,20140110,14.9,15.17,14.72,14.95,14.95,0.0,0.0,16212.87,24218.0685
1107,300224.SZ,20140113,14.96,15.97,14.96,15.41,14.95,0.46,3.08,31907.07,49420.964
1106,300224.SZ,20140114,15.41,15.59,15.27,15.58,15.41,0.17,1.1,17755.86,27434.5482
1105,300224.SZ,20140115,15.59,15.91,15.4,15.86,15.58,0.28,1.8,28506.61,44756.5534
1104,300224.SZ,20140116,15.86,16.49,15.73,16.29,15.86,0.43,2.71,47567.86,76751.1756
1103,300224.SZ,20140117,16.29,16.47,15.94,16.08,16.29,-0.21,-1.29,27143.02,43883.789
1102,300224.SZ,20140120,16.04,16.45,15.91,16.16,16.08,0.08,0.5,25676.99,41695.1672
1101,300224.SZ,20140121,16.15,16.72,16.06,16.48,16.16,0.32,1.98,19491.44,32045.7509
1100,300224.SZ,20140122,16.46,16.66,16.29,16.5,16.48,0.02,0.12,22346.63,36775.0579
1099,300224.SZ,20140123,16.43,16.63,16.28,16.39,16.5,-0.11,-0.67,21068.02,34591.5785
1098,300224.SZ,20140124,16.21,16.91,16.2,16.75,16.39,0.36,2.2,27522.81,46006.5146
1097,300224.SZ,20140127,16.44,17.39,16.44,17.0,16.75,0.25,1.49,36132.72,61568.7885
1096,300224.SZ,20140128,16.81,17.22,16.7,16.84,17.0,-0.16,-0.94,21119.14,35748.6692
1095,300224.SZ,20140129,16.69,17.01,16.61,16.91,16.84,0.07,0.42,11996.41,20173.8493
1094,300224.SZ,20140130,16.97,17.05,16.72,16.93,16.91,0.02,0.12,8278.92,13995.6463
1093,300224.SZ,20140207,16.78,17.76,16.73,17.6,16.93,0.67,3.96,18193.86,31708.321
1092,300224.SZ,20140210,17.6,19.36,17.6,19.36,17.6,1.76,10.0,79944.31,152478.8697
1091,300224.SZ,20140211,19.48,19.94,18.18,19.16,19.36,-0.2,-1.03,73612.46,141481.9862
1090,300224.SZ,20140212,18.9,19.44,18.71,19.0,19.16,-0.16,-0.84,26249.81,49894.9817
1089,300224.SZ,20140213,19.0,19.44,18.81,18.98,19.0,-0.02,-0.11,28182.56,53836.2331
1088,300224.SZ,20140214,18.88,18.98,18.28,18.93,18.98,-0.05,-0.26,21470.51,40000.0871
1087,300224.SZ,20140217,19.01,20.58,18.68,19.84,18.93,0.91,4.81,33709.99,65931.2929
1086,300224.SZ,20140218,19.6,19.78,19.16,19.4,19.84,-0.44,-2.22,20463.62,39791.7032
1085,300224.SZ,20140219,19.4,19.63,18.92,19.44,19.4,0.04,0.21,17909.48,34538.0572
1084,300224.SZ,20140220,19.45,19.46,18.64,18.68,19.44,-0.76,-3.91,19426.28,36733.5191
1083,300224.SZ,20140221,18.56,18.7,17.98,18.38,18.68,-0.3,-1.61,26691.36,48729.7296
1082,300224.SZ,20140224,18.46,18.6,17.88,18.55,18.38,0.17,0.92,15311.66,28023.6433
1081,300224.SZ,20140225,18.7,18.77,16.7,16.7,18.55,-1.85,-9.97,38830.8,68590.4742
1080,300224.SZ,20140226,16.51,17.58,16.51,17.32,16.7,0.62,3.71,28264.45,48676.1191
1079,300224.SZ,20140227,17.35,18.39,17.05,17.23,17.32,-0.09,-0.52,27215.0,48234.9894
1078,300224.SZ,20140228,17.24,17.74,16.7,17.56,17.23,0.33,1.92,15153.96,26192.0021
1077,300224.SZ,20140303,17.69,18.1,17.41,17.71,17.56,0.15,0.85,23014.85,40893.5774
1076,300224.SZ,20140304,17.6,18.4,17.47,18.29,17.71,0.58,3.28,26279.5,47394.9692
1075,300224.SZ,20140305,18.4,18.83,18.1,18.13,18.29,-0.16,-0.87,22789.12,42120.8371
1074,300224.SZ,20140306,18.02,18.46,17.8,18.4,18.13,0.27,1.49,19363.94,35229.7841
1073,300224.SZ,20140307,18.7,18.99,18.04,18.1,18.4,-0.3,-1.63,13869.37,25678.5915
1072,300224.SZ,20140310,17.63,17.94,16.91,17.26,18.1,-0.84,-4.64,16661.96,28767.9665
1071,300224.SZ,20140311,17.0,17.47,16.95,17.15,17.26,-0.11,-0.64,9113.97,15715.1761
1070,300224.SZ,20140312,17.04,17.58,16.71,17.1,17.15,-0.05,-0.29,7842.1,13401.341
1069,300224.SZ,20140313,17.15,17.45,17.0,17.29,17.1,0.19,1.11,7194.3,12445.7793
1068,300224.SZ,20140314,17.1,17.48,17.1,17.37,17.29,0.08,0.46,6193.19,10741.0938
1067,300224.SZ,20140317,17.37,18.76,17.21,18.64,17.37,1.27,7.31,17258.41,31459.0853
1066,300224.SZ,20140318,18.55,19.09,18.3,18.7,18.64,0.06,0.32,14080.76,26324.5284
1065,300224.SZ,20140319,18.6,18.85,18.37,18.79,18.7,0.09,0.48,13420.85,25041.7928
1064,300224.SZ,20140320,18.65,18.89,17.8,17.88,18.79,-0.91,-4.84,13035.44,23835.6608
1063,300224.SZ,20140321,17.76,18.38,17.09,18.2,17.88,0.32,1.79,13214.38,23505.9343
1062,300224.SZ,20140324,18.1,18.45,17.91,18.08,18.2,-0.12,-0.66,11156.89,20260.0911
1061,300224.SZ,20140325,17.7,17.99,17.55,17.88,18.08,-0.2,-1.11,8992.11,15991.0423
1060,300224.SZ,20140326,18.0,18.99,17.98,18.7,17.88,0.82,4.59,21715.55,40292.1518
1059,300224.SZ,20140327,18.66,18.68,17.78,17.8,18.7,-0.9,-4.81,14245.7,25981.1284
1058,300224.SZ,20140328,17.71,17.8,16.96,17.05,17.8,-0.75,-4.21,14576.14,25286.3816
1057,300224.SZ,20140331,17.25,17.47,16.53,16.91,17.05,-0.14,-0.82,12870.05,21643.9206
1056,300224.SZ,20140401,16.77,17.35,16.77,17.3,16.91,0.39,2.31,5875.93,10057.6118
1055,300224.SZ,20140402,17.4,17.65,17.0,17.45,17.3,0.15,0.87,5884.02,10156.1754
1054,300224.SZ,20140403,17.23,17.64,17.13,17.48,17.45,0.03,0.17,6717.57,11688.478
1053,300224.SZ,20140404,17.3,18.05,17.2,18.05,17.48,0.57,3.26,15872.8,28273.8645
1052,300224.SZ,20140408,17.81,18.28,17.62,18.1,18.05,0.05,0.28,10428.7,18760.3592
1051,300224.SZ,20140409,18.0,19.91,18.0,19.68,18.1,1.58,8.73,52757.62,101788.9218
1050,300224.SZ,20140410,19.49,19.55,18.23,18.46,19.68,-1.22,-6.2,56344.76,106112.8585
1049,300224.SZ,20140411,18.47,18.79,17.95,18.49,18.46,0.03,0.16,27629.03,50807.5512
1048,300224.SZ,20140414,18.3,18.78,18.25,18.6,18.49,0.11,0.59,20216.93,37520.2989
1047,300224.SZ,20140415,18.45,18.69,18.05,18.08,18.6,-0.52,-2.8,19659.2,36003.6942
1046,300224.SZ,20140416,18.25,19.4,18.21,18.71,18.08,0.63,3.48,34385.35,64656.7716
