,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
1084,000883.SZ,20140102,6.35,6.49,6.29,6.38,6.39,-0.01,-0.16,141011.6,89911.3199
1083,000883.SZ,20140103,6.37,6.41,6.16,6.28,6.38,-0.1,-1.57,130922.79,82409.9206
1082,000883.SZ,20140106,6.29,6.35,5.97,6.1,6.28,-0.18,-2.87,244207.87,150849.476
1081,000883.SZ,20140107,6.11,6.31,6.05,6.22,6.1,0.12,1.97,393661.28,243297.7517
1080,000883.SZ,20140108,6.22,6.28,6.07,6.08,6.22,-0.14,-2.25,233721.11,143496.7218
1079,000883.SZ,20140109,6.06,6.14,5.75,5.77,6.08,-0.31,-5.1,234020.31,139271.8567
1078,000883.SZ,20140110,5.8,5.97,5.72,5.8,5.77,0.03,0.52,140980.88,82018.4216
1077,000883.SZ,20140113,5.8,5.89,5.69,5.71,5.8,-0.09,-1.55,112855.01,65231.9335
1076,000883.SZ,20140114,5.6,6.03,5.6,5.96,5.71,0.25,4.38,206056.09,121592.9199
1075,000883.SZ,20140115,5.95,6.0,5.68,5.75,5.96,-0.21,-3.52,237192.38,137487.5629
1074,000883.SZ,20140116,5.77,5.91,5.7,5.79,5.75,0.04,0.7,118874.68,68983.9609
1073,000883.SZ,20140117,5.73,5.8,5.63,5.69,5.79,-0.1,-1.73,91886.01,52466.3517
1072,000883.SZ,20140120,5.69,5.76,5.45,5.46,5.69,-0.23,-4.04,117834.66,65983.7889
1071,000883.SZ,20140121,5.46,5.56,5.45,5.48,5.46,0.02,0.37,93086.01,51157.5618
1070,000883.SZ,20140122,5.47,5.75,5.46,5.75,5.48,0.27,4.93,105914.85,59575.414
1069,000883.SZ,20140123,5.72,5.79,5.59,5.69,5.75,-0.06,-1.04,114744.47,65497.71
1068,000883.SZ,20140124,5.65,5.83,5.65,5.79,5.69,0.1,1.76,90548.61,52228.5109
1067,000883.SZ,20140127,5.76,5.85,5.58,5.7,5.79,-0.09,-1.55,180327.17,102702.579
1066,000883.SZ,20140128,5.7,5.74,5.49,5.5,5.7,-0.2,-3.51,198435.6,110637.7949
1065,000883.SZ,20140129,5.52,5.53,5.38,5.39,5.5,-0.11,-2.0,230892.02,125770.6642
1064,000883.SZ,20140130,5.39,5.46,5.39,5.43,5.39,0.04,0.74,53866.6,29244.2378
1063,000883.SZ,20140207,5.42,5.62,5.4,5.55,5.43,0.12,2.21,159241.33,88484.6259
1062,000883.SZ,20140210,5.55,5.85,5.53,5.76,5.55,0.21,3.78,202593.97,115326.8777
1061,000883.SZ,20140211,5.76,5.94,5.74,5.9,5.76,0.14,2.43,206918.16,121049.5187
1060,000883.SZ,20140212,5.9,5.92,5.79,5.82,5.9,-0.08,-1.36,202045.82,117741.0751
1059,000883.SZ,20140213,5.85,5.88,5.74,5.78,5.82,-0.04,-0.69,168485.29,97871.2218
1058,000883.SZ,20140214,5.76,5.82,5.67,5.78,5.78,0.0,0.0,119085.74,68545.1523
1057,000883.SZ,20140217,5.84,5.88,5.76,5.85,5.78,0.07,1.21,220717.07,128554.8868
1056,000883.SZ,20140218,5.85,6.11,5.83,6.02,5.85,0.17,2.91,361944.42,216177.1848
1055,000883.SZ,20140219,6.03,6.1,5.85,6.01,6.02,-0.01,-0.17,382408.49,227729.6981
1054,000883.SZ,20140220,6.0,6.14,5.92,5.98,6.01,-0.03,-0.5,260914.19,157561.1451
1053,000883.SZ,20140221,6.01,6.05,5.88,5.9,5.98,-0.08,-1.34,152699.88,90843.1691
1052,000883.SZ,20140224,5.86,6.02,5.82,5.9,5.9,0.0,0.0,209450.45,124096.3915
1051,000883.SZ,20140225,5.9,6.01,5.72,5.84,5.9,-0.06,-1.02,266569.94,157063.4053
1050,000883.SZ,20140226,6.01,6.01,5.57,5.64,5.84,-0.2,-3.42,238359.52,138187.0358
1049,000883.SZ,20140227,5.63,5.98,5.53,5.7,5.64,0.06,1.06,276312.49,157255.1195
1048,000883.SZ,20140228,5.7,5.79,5.59,5.7,5.7,0.0,0.0,122049.37,69203.0336
1047,000883.SZ,20140303,5.66,5.74,5.5,5.68,5.7,-0.02,-0.35,149063.02,84024.3763
1046,000883.SZ,20140304,5.63,5.67,5.47,5.55,5.68,-0.13,-2.29,143024.33,79418.6846
1045,000883.SZ,20140305,5.58,5.61,5.51,5.56,5.55,0.01,0.18,89754.43,49957.2875
1044,000883.SZ,20140306,5.57,5.59,5.49,5.53,5.56,-0.03,-0.54,106473.62,58810.4733
1043,000883.SZ,20140307,5.56,5.67,5.53,5.57,5.53,0.04,0.72,139323.68,78005.3198
1042,000883.SZ,20140310,5.58,5.58,5.23,5.29,5.57,-0.28,-5.03,169953.21,91986.2773
1041,000883.SZ,20140311,5.36,5.37,5.24,5.32,5.29,0.03,0.57,74358.37,39459.2053
1040,000883.SZ,20140312,5.33,5.34,5.18,5.24,5.32,-0.08,-1.5,85774.29,45148.0333
1039,000883.SZ,20140313,5.26,5.37,5.26,5.34,5.24,0.1,1.91,80455.72,42810.3691
1038,000883.SZ,20140314,5.33,5.33,5.25,5.28,5.34,-0.06,-1.12,60714.12,32122.189
1037,000883.SZ,20140317,5.31,5.41,5.29,5.39,5.28,0.11,2.08,69254.72,37188.1623
1036,000883.SZ,20140318,5.4,5.55,5.36,5.49,5.39,0.1,1.86,111265.72,60723.0128
1035,000883.SZ,20140319,5.47,5.48,5.36,5.41,5.49,-0.08,-1.46,96550.57,52275.019
1034,000883.SZ,20140320,5.44,5.45,5.34,5.35,5.41,-0.06,-1.11,58994.97,31787.9531
1033,000883.SZ,20140321,5.32,5.44,5.26,5.41,5.35,0.06,1.12,88260.19,47275.921
1032,000883.SZ,20140324,5.45,5.52,5.38,5.49,5.41,0.08,1.48,119392.23,65138.5689
1031,000883.SZ,20140325,5.47,5.64,5.44,5.53,5.49,0.04,0.73,119022.35,66031.7245
1030,000883.SZ,20140326,5.57,5.58,5.45,5.49,5.53,-0.04,-0.72,74936.77,41164.3098
1029,000883.SZ,20140327,5.48,5.5,5.34,5.37,5.49,-0.12,-2.19,93497.67,50477.1539
1028,000883.SZ,20140328,5.37,5.39,5.27,5.3,5.37,-0.07,-1.3,102518.18,54473.485
1027,000883.SZ,20140331,5.3,5.3,5.25,5.28,5.3,-0.02,-0.38,68551.58,36132.2737
1026,000883.SZ,20140401,5.28,5.37,5.23,5.35,5.28,0.07,1.33,68574.85,36451.8874
1025,000883.SZ,20140402,5.35,5.36,5.3,5.32,5.35,-0.03,-0.56,54271.61,28908.7808
1024,000883.SZ,20140403,5.32,5.35,5.26,5.3,5.32,-0.02,-0.38,57193.89,30362.6331
1023,000883.SZ,20140404,5.3,5.34,5.28,5.34,5.3,0.04,0.75,32668.07,17378.8437
1022,000883.SZ,20140408,5.34,5.44,5.31,5.43,5.34,0.09,1.69,78718.42,42454.051
1021,000883.SZ,20140409,5.43,5.45,5.4,5.42,5.43,-0.01,-0.18,83748.38,45426.1169
1020,000883.SZ,20140410,5.42,5.44,5.38,5.44,5.42,0.02,0.37,90226.29,48864.857
1019,000883.SZ,20140411,5.41,5.5,5.41,5.49,5.44,0.05,0.92,125883.94,68755.8998
1018,000883.SZ,20140414,5.51,5.51,5.44,5.48,5.49,-0.01,-0.18,109682.52,60120.3951
1017,000883.SZ,20140415,5.42,5.42,5.31,5.33,5.48,-0.15,-2.74,117781.49,62983.0842
1016,000883.SZ,20140416,5.32,5.36,5.3,5.34,5.33,0.01,0.19,42947.23,22918.1593
1015,000883.SZ,20140417,5.35,5.63,5.3,5.62,5.34,0.28,5.24,196603.31,107970.9973
1014,000883.SZ,20140418,5.62,5.63,5.48,5.5,5.62,-0.12,-2.14,211066.84,117006.3096
