,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
1141,600595.SH,20140102,3.65,3.66,3.6,3.66,3.66,0.0,0.0,15981.03,5793.577
1140,600595.SH,20140103,3.65,3.66,3.56,3.57,3.66,-0.09,-2.46,21382.42,7715.894
1139,600595.SH,20140106,3.57,3.62,3.45,3.48,3.57,-0.09,-2.52,22719.8,8012.878
1138,600595.SH,20140107,3.51,3.51,3.46,3.5,3.48,0.02,0.57,9789.06,3412.92
1137,600595.SH,20140108,3.5,3.53,3.42,3.43,3.5,-0.07,-2.0,16635.68,5753.588
1136,600595.SH,20140109,3.43,3.44,3.32,3.33,3.43,-0.1,-2.92,32413.68,10925.575
1135,600595.SH,20140110,3.33,3.66,3.26,3.66,3.33,0.33,9.91,93324.01,33212.458
1134,600595.SH,20140113,3.7,3.94,3.66,3.81,3.66,0.15,4.1,230977.82,87970.36
1133,600595.SH,20140114,3.75,3.75,3.61,3.73,3.81,-0.08,-2.1,113536.51,41793.676
1132,600595.SH,20140115,3.7,3.71,3.61,3.68,3.73,-0.05,-1.34,72678.23,26538.242
1131,600595.SH,20140116,3.68,3.78,3.62,3.7,3.68,0.02,0.54,87216.86,32308.21
1130,600595.SH,20140117,3.65,3.68,3.51,3.55,3.7,-0.15,-4.05,65377.62,23298.062
1129,600595.SH,20140120,3.52,3.53,3.45,3.45,3.55,-0.1,-2.82,38320.58,13380.272
1128,600595.SH,20140121,3.43,3.54,3.43,3.51,3.45,0.06,1.74,31263.0,10959.853
1127,600595.SH,20140122,3.51,3.6,3.49,3.58,3.51,0.07,1.99,43646.13,15559.746
1126,600595.SH,20140123,3.58,3.6,3.51,3.53,3.58,-0.05,-1.4,31921.21,11288.018
1125,600595.SH,20140124,3.5,3.63,3.5,3.55,3.53,0.02,0.57,36373.48,13015.03
1124,600595.SH,20140127,3.56,3.59,3.49,3.5,3.55,-0.05,-1.41,41986.77,14831.648
1123,600595.SH,20140128,3.5,3.53,3.45,3.47,3.5,-0.03,-0.86,23359.74,8130.257
1122,600595.SH,20140129,3.47,3.52,3.46,3.5,3.47,0.03,0.86,17850.81,6234.987
1121,600595.SH,20140130,3.46,3.46,3.37,3.43,3.5,-0.07,-2.0,23591.9,8063.713
1120,600595.SH,20140207,3.37,3.44,3.37,3.42,3.43,-0.01,-0.29,22326.15,7605.437
1119,600595.SH,20140210,3.39,3.53,3.38,3.53,3.42,0.11,3.22,42153.96,14705.835
