,time,price,change,volume,amount,type
0,09:30:04,5.48,0.0,15,8220,买盘
1,09:30:07,5.48,0.0,1,548,买盘
2,09:30:15,5.47,-0.01,1,547,卖盘
3,09:30:19,5.48,0.01,64,35072,买盘
4,09:30:22,5.48,0.0,2,1096,买盘
5,09:30:25,5.48,0.0,2,1096,买盘
6,09:30:34,5.48,0.0,50,27400,买盘
7,09:30:40,5.48,0.0,20,10960,买盘
8,09:30:46,5.48,0.0,50,27400,买盘
9,09:30:48,5.5,0.02,16,8770,买盘
10,09:30:51,5.5,0.0,1,550,买盘
11,09:31:07,5.5,0.0,8,4400,买盘
12,09:31:13,5.52,0.02,24,13184,买盘
13,09:31:19,5.5,-0.02,1,550,中性盘
14,09:31:22,5.5,0.0,16,8800,卖盘
15,09:31:25,5.48,-0.02,12,6583,卖盘
16,09:31:27,5.5,0.02,21,11550,买盘
17,09:31:31,5.5,0.0,3,1650,卖盘
18,09:31:34,5.5,0.0,3,1650,卖盘
19,09:31:37,5.5,0.0,17,9350,卖盘
20,09:31:43,5.49,-0.01,1,549,卖盘
21,09:32:06,5.49,0.0,1,549,卖盘
22,09:32:19,5.49,0.0,3,1647,卖盘
23,09:32:24,5.49,0.0,8,4392,买盘
24,09:32:40,5.5,0.01,1,550,买盘
25,09:32:46,5.5,0.0,3,1650,买盘
26,09:32:51,5.5,0.0,10,5500,买盘
27,09:33:01,5.5,0.0,1,550,买盘
28,09:33:06,5.5,0.0,1,550,买盘
29,09:33:16,5.49,-0.01,4,2197,卖盘
30,09:33:28,5.49,0.0,27,14823,买盘
31,09:33:43,5.5,0.01,1,550,买盘
32,09:33:45,5.49,-0.01,2,1098,卖盘
33,09:33:49,5.49,0.0,28,15372,买盘
34,09:34:24,5.5,0.01,2,1100,买盘
35,09:34:37,5.5,0.0,3,1650,买盘
36,09:34:55,5.48,-0.02,11,6032,卖盘
37,09:35:04,5.48,0.0,1,548,卖盘
38,09:35:34,5.48,0.0,4,2192,卖盘
39,09:35:43,5.48,0.0,18,9864,卖盘
40,09:35:49,5.49,0.01,8,4392,买盘
41,09:36:22,5.47,-0.02,1,547,卖盘
42,09:36:34,5.47,0.0,2,1094,卖盘
43,09:37:01,5.47,0.0,1,547,卖盘
44,09:37:31,5.49,0.02,2,1098,买盘
45,09:37:49,5.47,-0.02,2,1094,卖盘
46,09:38:04,5.49,0.02,7,3842,买盘
47,09:38:49,5.48,-0.01,2,1096,卖盘
48,09:39:04,5.48,0.0,3,1644,卖盘
49,09:39:21,5.49,0.01,10,5490,买盘
50,09:39:55,5.49,0.0,9,4941,买盘
51,09:39:57,5.48,-0.01,80,43850,卖盘
52,09:40:04,5.48,0.0,45,24660,卖盘
53,09:40:10,5.48,0.0,38,20824,卖盘
54,09:40:51,5.49,0.01,27,14823,买盘
55,09:40:58,5.5,0.01,1,550,买盘
56,09:41:10,5.5,0.0,1,550,买盘
57,09:41:19,5.49,-0.01,2,1098,卖盘
58,09:41:31,5.48,-0.01,12,6576,卖盘
59,09:41:46,5.49,0.01,1,549,买盘
60,09:41:54,5.48,-0.01,14,7672,卖盘
61,09:42:06,5.49,0.01,1,549,买盘
62,09:42:24,5.49,0.0,1,549,买盘
63,09:42:49,5.49,0.0,4,2196,买盘
64,09:42:54,5.49,0.0,1,549,买盘
65,09:43:01,5.49,0.0,1,549,买盘
66,09:43:22,5.49,0.0,2,1098,买盘
67,09:43:25,5.49,0.0,1,549,买盘
68,09:43:34,5.49,0.0,50,27450,买盘
69,09:43:39,5.5,0.01,32,17569,买盘
70,09:44:01,5.5,0.0,1,550,买盘
71,09:44:19,5.5,0.0,6,3300,买盘
72,09:44:22,5.49,-0.01,40,21960,卖盘
73,09:44:52,5.5,0.01,216,118800,买盘
74,09:44:58,5.51,0.01,1,551,买盘
75,09:45:16,5.51,0.0,5,2755,买盘
76,09:45:43,5.5,-0.01,1,550,买盘
77,09:45:55,5.5,0.0,1,550,卖盘
78,09:46:10,5.5,0.0,3,1650,卖盘
79,09:46:16,5.5,0.0,21,11550,卖盘
80,09:46:22,5.49,-0.01,3,1647,卖盘
81,09:46:27,5.49,0.0,3,1647,卖盘
82,09:47:36,5.48,-0.01,178,97693,卖盘
83,09:48:19,5.49,0.01,6,3294,买盘
84,09:48:28,5.49,0.0,10,5490,卖盘
85,09:48:31,5.49,0.0,5,2745,卖盘
86,09:49:19,5.5,0.01,20,11000,买盘
87,09:49:55,5.5,0.0,20,11000,卖盘
88,09:50:16,5.5,0.0,47,25850,卖盘
89,09:50:28,5.5,0.0,9,4950,买盘
90,09:50:46,5.5,0.0,45,24750,买盘
91,09:50:55,5.5,0.0,13,7150,卖盘
92,09:51:13,5.5,0.0,7,3850,卖盘
93,09:51:15,5.5,0.0,1,550,卖盘
94,09:51:19,5.5,0.0,1,550,卖盘
95,09:51:31,5.5,0.0,1,550,卖盘
96,09:53:12,5.5,0.0,13,7150,买盘
97,09:53:34,5.5,0.0,41,22550,买盘
98,09:53:46,5.5,0.0,8,4400,买盘
99,09:54:31,5.5,0.0,3,1650,卖盘
100,09:55:01,5.5,0.0,6,3300,卖盘
101,09:55:12,5.49,-0.01,4,2196,卖盘
102,09:55:34,5.49,0.0,2,1098,卖盘
103,09:56:00,5.49,0.0,2,1098,卖盘
104,09:56:09,5.49,0.0,10,5490,卖盘
105,09:56:12,5.49,0.0,1,549,卖盘
106,09:56:25,5.5,0.01,6,3300,买盘
107,09:56:37,5.5,0.0,2,1100,买盘
108,09:56:49,5.49,-0.01,3,1647,卖盘
109,09:57:13,5.5,0.01,224,123198,买盘
110,09:57:31,5.49,-0.01,2,1098,卖盘
111,09:58:01,5.5,0.01,2,1100,卖盘
112,09:58:10,5.51,0.01,15,8265,买盘
113,09:58:39,5.5,-0.01,3,1650,卖盘
114,09:58:54,5.51,0.01,49,26999,买盘
115,09:59:06,5.5,-0.01,2,1100,卖盘
116,09:59:15,5.51,0.01,8,4408,买盘
117,10:00:21,5.51,0.0,5,2755,买盘
118,10:00:42,5.5,-0.01,11,6050,卖盘
119,10:01:06,5.5,0.0,2,1100,卖盘
120,10:01:25,5.5,0.0,10,5500,卖盘
121,10:01:46,5.5,0.0,50,27500,卖盘
122,10:01:55,5.5,0.0,2,1100,卖盘
123,10:02:06,5.5,0.0,2,1100,卖盘
124,10:02:27,5.5,0.0,3,1650,卖盘
125,10:03:00,5.5,0.0,2,1100,卖盘
126,10:03:07,5.5,0.0,2,1100,卖盘
127,10:03:09,5.5,0.0,1,550,卖盘
128,10:03:27,5.5,0.0,72,39600,卖盘
129,10:03:58,5.5,0.0,3,1650,卖盘
130,10:04:04,5.5,0.0,99,54450,卖盘
131,10:04:06,5.5,0.0,2,1100,卖盘
132,10:04:15,5.5,0.0,49,26950,卖盘
133,10:04:25,5.49,-0.01,2,1098,卖盘
134,10:04:28,5.49,0.0,15,8235,卖盘
135,10:04:42,5.5,0.01,5,2750,买盘
136,10:04:52,5.49,-0.01,8,4392,卖盘
137,10:04:55,5.49,0.0,2,1098,卖盘
138,10:05:07,5.49,0.0,2,1098,卖盘
139,10:05:22,5.49,0.0,1,549,卖盘
140,10:05:25,5.49,0.0,2,1098,卖盘
141,10:05:30,5.5,0.01,28,15400,买盘
142,10:06:12,5.49,-0.01,3,1647,卖盘
143,10:06:15,5.49,0.0,3,1647,卖盘
144,10:06:45,5.49,0.0,3,1647,卖盘
145,10:07:07,5.49,0.0,2,1098,卖盘
146,10:07:51,5.49,0.0,1,549,卖盘
147,10:08:07,5.49,0.0,2,1098,卖盘
148,10:08:24,5.49,0.0,1,549,卖盘
149,10:08:33,5.49,0.0,2,1098,卖盘
150,10:08:51,5.49,0.0,1,549,卖盘
151,10:09:07,5.49,0.0,2,1098,卖盘
152,10:09:09,5.49,0.0,3,1647,卖盘
153,10:09:39,5.49,0.0,3,1647,卖盘
154,10:09:45,5.49,0.0,4,2196,卖盘
155,10:09:49,5.5,0.01,1,550,买盘
156,10:09:55,5.49,-0.01,6,3294,卖盘
157,10:10:00,5.49,0.0,1,549,卖盘
158,10:10:04,5.49,0.0,7,3843,卖盘
159,10:10:06,5.49,0.0,3,1647,卖盘
