,time,price,change,volume,amount,type
0,09:25:04,6.73,0.27,10924,7351993,卖盘
1,09:30:00,6.74,0.01,61,41114,买盘
2,09:30:04,6.78,0.04,9857,6655818,买盘
3,09:30:07,6.82,0.04,4136,2808778,买盘
4,09:30:10,6.76,-0.06,2049,1395661,卖盘
5,09:30:13,6.77,0.01,768,519382,买盘
6,09:30:16,6.81,0.04,998,677893,买盘
7,09:30:19,6.77,-0.04,590,401169,卖盘
8,09:30:21,6.77,0.0,539,366384,卖盘
9,09:30:25,6.78,0.01,461,312587,卖盘
10,09:30:28,6.78,0.0,180,122093,卖盘
11,09:30:30,6.79,0.01,493,334579,买盘
12,09:30:33,6.79,0.0,347,235475,买盘
13,09:30:37,6.79,0.0,622,422106,买盘
14,09:30:40,6.79,0.0,640,434252,买盘
15,09:30:42,6.79,0.0,1103,750136,卖盘
16,09:30:46,6.79,0.0,151,102594,卖盘
17,09:30:49,6.8,0.01,520,354407,中性盘
18,09:30:51,6.79,-0.01,698,474135,卖盘
19,09:30:55,6.79,0.0,533,362843,卖盘
20,09:30:58,6.82,0.03,511,347730,买盘
21,09:31:01,6.8,-0.02,51,34686,中性盘
22,09:31:04,6.79,-0.01,1772,1203235,卖盘
23,09:31:07,6.78,-0.01,118,80079,卖盘
24,09:31:10,6.77,-0.01,386,261412,卖盘
25,09:31:13,6.77,0.0,40,27046,买盘
26,09:31:16,6.75,-0.02,1178,796210,卖盘
27,09:31:18,6.76,0.01,401,270737,买盘
28,09:31:22,6.75,-0.01,1070,723372,卖盘
29,09:31:25,6.77,0.02,182,123054,买盘
30,09:31:28,6.75,-0.02,691,467040,卖盘
31,09:31:30,6.76,0.01,611,412519,买盘
32,09:31:33,6.74,-0.02,4528,3052269,卖盘
33,09:31:36,6.74,0.0,223,150302,买盘
34,09:31:40,6.73,-0.01,1018,685418,卖盘
35,09:31:43,6.73,0.0,739,497694,卖盘
36,09:31:46,6.73,0.0,641,431776,卖盘
37,09:31:49,6.73,0.0,181,121728,卖盘
38,09:31:52,6.72,-0.01,68,45711,卖盘
39,09:31:55,6.72,0.0,553,371683,卖盘
40,09:31:58,6.72,0.0,442,297061,卖盘
41,09:32:01,6.72,0.0,89,59810,卖盘
42,09:32:04,6.72,0.0,161,108192,卖盘
43,09:32:06,6.72,0.0,96,64512,卖盘
44,09:32:10,6.72,0.0,553,371688,卖盘
45,09:32:13,6.72,0.0,233,156576,卖盘
46,09:32:16,6.72,0.0,328,220501,卖盘
47,09:32:18,6.71,-0.01,591,397648,卖盘
48,09:32:21,6.71,0.0,293,196789,卖盘
49,09:32:25,6.71,0.0,203,136268,卖盘
50,09:32:27,6.7,-0.01,621,416375,卖盘
51,09:32:30,6.7,0.0,155,104000,卖盘
52,09:32:33,6.71,0.01,233,156266,买盘
53,09:32:36,6.7,-0.01,865,580037,卖盘
54,09:32:40,6.71,0.01,641,430174,中性盘
55,09:32:43,6.71,0.0,343,230243,卖盘
56,09:32:46,6.71,0.0,167,112081,卖盘
57,09:32:49,6.71,0.0,213,142923,卖盘
58,09:32:52,6.71,0.0,462,310004,卖盘
59,09:32:55,6.72,0.01,654,438899,买盘
60,09:32:57,6.71,-0.01,46,30832,买盘
61,09:33:01,6.7,-0.01,840,563292,卖盘
62,09:33:04,6.71,0.01,1347,902646,买盘
63,09:33:07,6.7,-0.01,346,231998,卖盘
64,09:33:10,6.7,0.0,37,24790,买盘
65,09:33:12,6.69,-0.01,207,138488,卖盘
66,09:33:15,6.7,0.01,60,40180,买盘
67,09:33:19,6.7,0.0,232,155339,买盘
68,09:33:22,6.69,-0.01,853,569917,卖盘
69,09:33:25,6.69,0.0,62,41478,买盘
70,09:33:27,6.68,-0.01,82,54783,卖盘
71,09:33:30,6.68,0.0,1003,670347,卖盘
72,09:33:34,6.67,-0.01,217,145066,卖盘
73,09:33:37,6.69,0.02,114,76305,买盘
74,09:33:40,6.67,-0.02,139,92686,卖盘
75,09:33:43,6.67,0.0,54,36018,卖盘
76,09:33:45,6.67,0.0,29,19343,卖盘
77,09:33:48,6.67,0.0,324,216264,卖盘
78,09:33:52,6.66,-0.01,523,348440,卖盘
79,09:33:55,6.65,-0.01,30,19950,卖盘
80,09:33:58,6.66,0.01,236,157037,买盘
