,time,price,change,volume,amount,type
0,09:25:05,9.12,0.21,221,201552,卖盘
1,09:30:04,9.15,0.03,15,13723,买盘
2,09:30:07,9.18,0.03,159,146031,卖盘
3,09:30:10,9.18,0.0,122,111993,买盘
4,09:30:13,9.24,0.06,54,49775,买盘
5,09:30:16,9.24,0.0,2,1848,卖盘
6,09:30:19,9.24,0.0,10,9240,卖盘
7,09:30:22,9.25,0.01,28,25888,买盘
8,09:30:25,9.25,0.0,1,925,买盘
9,09:30:28,9.24,-0.01,75,69289,卖盘
10,09:30:31,9.25,0.01,100,92420,买盘
11,09:30:34,9.24,-0.01,11,10164,中性盘
12,09:30:40,9.23,-0.01,16,14773,卖盘
13,09:30:43,9.24,0.01,116,107078,买盘
14,09:30:46,9.24,0.0,10,9240,买盘
15,09:30:49,9.23,-0.01,82,75694,卖盘
16,09:30:55,9.22,-0.01,1,922,卖盘
17,09:31:13,9.22,0.0,105,96786,买盘
18,09:31:19,9.18,-0.04,20,18393,卖盘
19,09:31:22,9.2,0.02,5,4600,买盘
20,09:31:25,9.18,-0.02,6,5508,卖盘
21,09:31:34,9.2,0.02,39,35877,买盘
22,09:31:37,9.18,-0.02,54,49582,卖盘
23,09:31:55,9.17,-0.01,8,7336,卖盘
24,09:32:01,9.17,0.0,30,27510,买盘
25,09:32:04,9.17,0.0,4,3668,买盘
26,09:32:10,9.16,-0.01,66,60456,卖盘
27,09:32:19,9.16,0.0,10,9160,买盘
28,09:32:22,9.16,0.0,6,5496,买盘
29,09:32:25,9.16,0.0,14,12813,买盘
30,09:32:28,9.15,-0.01,5,4575,卖盘
31,09:32:31,9.16,0.01,30,27480,买盘
32,09:32:34,9.15,-0.01,22,20132,卖盘
33,09:32:37,9.16,0.01,1,916,买盘
34,09:32:43,9.15,-0.01,2,1830,卖盘
35,09:32:46,9.16,0.01,128,117170,买盘
36,09:32:58,9.16,0.0,50,45800,买盘
37,09:33:01,9.16,0.0,2,1832,买盘
38,09:33:07,9.14,-0.02,108,98866,卖盘
39,09:33:19,9.16,0.02,149,136474,买盘
40,09:33:22,9.16,0.0,50,45800,卖盘
41,09:33:25,9.14,-0.02,5,4573,卖盘
42,09:33:28,9.14,0.0,9,8226,卖盘
43,09:33:37,9.15,0.01,20,18300,中性盘
44,09:33:40,9.15,0.0,11,10065,买盘
45,09:33:43,9.14,-0.01,5,4570,卖盘
46,09:33:46,9.15,0.01,8,7318,买盘
47,09:33:49,9.15,0.0,5,4575,卖盘
48,09:33:52,9.14,-0.01,15,13719,卖盘
49,09:33:55,9.14,0.0,1,914,卖盘
50,09:34:01,9.14,0.0,29,26506,卖盘
51,09:34:04,9.14,0.0,43,39302,卖盘
52,09:34:07,9.14,0.0,2,1828,卖盘
53,09:34:10,9.14,0.0,70,64045,卖盘
54,09:34:13,9.14,0.0,197,180058,卖盘
55,09:34:22,9.14,0.0,18,16449,买盘
56,09:34:28,9.13,-0.01,55,50215,卖盘
57,09:34:31,9.13,0.0,17,15521,卖盘
58,09:34:37,9.12,-0.01,2,1824,卖盘
59,09:34:46,9.12,0.0,2,1824,卖盘
60,09:34:49,9.12,0.0,48,43776,卖盘
61,09:35:07,9.11,-0.01,32,29152,卖盘
62,09:35:13,9.11,0.0,3,2733,卖盘
63,09:35:19,9.1,-0.01,42,38226,卖盘
64,09:35:22,9.1,0.0,2,1820,卖盘
65,09:35:25,9.11,0.01,69,62855,买盘
66,09:35:28,9.12,0.01,1,912,买盘
67,09:35:31,9.1,-0.02,45,40980,卖盘
68,09:35:37,9.11,0.01,9,8199,中性盘
69,09:35:43,9.11,0.0,3,2733,买盘
70,09:35:46,9.12,0.01,11,10032,买盘
71,09:35:49,9.12,0.0,33,30096,买盘
72,09:35:52,9.11,-0.01,10,9110,卖盘
73,09:35:55,9.12,0.01,5,4557,买盘
74,09:35:58,9.12,0.0,2,1824,买盘
75,09:36:01,9.1,-0.02,95,86451,卖盘
76,09:36:05,9.1,0.0,9,8190,买盘
77,09:36:07,9.1,0.0,50,45460,买盘
78,09:36:16,9.06,-0.04,31,28131,卖盘
79,09:36:19,9.09,0.03,53,48177,买盘
80,09:36:22,9.1,0.01,25,22750,买盘
81,09:36:25,9.09,-0.01,7,6363,卖盘
82,09:36:28,9.1,0.01,6,5460,买盘
83,09:36:37,9.09,-0.01,5,4545,卖盘
84,09:36:40,9.09,0.0,17,15453,买盘
85,09:36:46,9.07,-0.02,12,10884,中性盘
86,09:36:49,9.09,0.02,6,5454,买盘
87,09:36:52,9.06,-0.03,12,10875,卖盘
88,09:36:55,9.07,0.01,4,3628,卖盘
89,09:36:58,9.08,0.01,4,3632,中性盘
90,09:37:04,9.09,0.01,14,12713,买盘
91,09:37:07,9.06,-0.03,2,1812,卖盘
92,09:37:10,9.07,0.01,4,3634,中性盘
93,09:37:13,9.06,-0.01,227,205821,卖盘
94,09:37:16,9.05,-0.01,75,67875,卖盘
95,09:37:19,9.05,0.0,3,2715,买盘
96,09:37:25,9.05,0.0,7,6335,买盘
97,09:37:28,9.05,0.0,63,57015,买盘
98,09:37:34,9.04,-0.01,15,13570,中性盘
99,09:37:40,9.04,0.0,10,9040,买盘
100,09:37:43,9.03,-0.01,8,7227,卖盘
101,09:37:46,9.04,0.01,21,18966,买盘
102,09:37:49,9.04,0.0,23,20808,卖盘
103,09:37:55,9.05,0.01,18,16290,买盘
104,09:37:58,9.04,-0.01,43,38905,卖盘
105,09:38:04,9.04,0.0,1,904,卖盘
106,09:38:06,9.04,0.0,6,5424,中性盘
107,09:38:10,9.05,0.01,12,10860,买盘
108,09:38:13,9.05,0.0,51,46155,买盘
109,09:38:16,9.05,0.0,24,21720,买盘
110,09:38:19,9.05,0.0,142,128460,买盘
111,09:38:22,9.05,0.0,33,29865,买盘
112,09:38:25,9.05,0.0,61,55205,买盘
113,09:38:28,9.06,0.01,53,48012,买盘
114,09:38:34,9.06,0.0,22,19932,买盘
