,time,price,change,volume,amount,type
0,09:25:05,6.5,0.0,11,7150,卖盘
1,09:30:07,6.45,-0.05,63,40758,卖盘
2,09:30:10,6.45,0.0,10,6450,买盘
3,09:30:16,6.45,0.0,12,7740,买盘
4,09:30:19,6.45,0.0,2,1290,买盘
5,09:30:22,6.45,0.0,3,1935,买盘
6,09:30:25,6.45,0.0,2,1290,买盘
7,09:30:28,6.45,0.0,1,645,买盘
8,09:30:34,6.45,0.0,15,9677,卖盘
9,09:31:16,6.49,0.04,39,25311,买盘
10,09:31:43,6.49,0.0,12,7788,卖盘
11,09:31:46,6.46,-0.03,97,62863,卖盘
12,09:31:55,6.46,0.0,8,5168,买盘
13,09:32:16,6.46,0.0,37,23902,卖盘
14,09:32:34,6.46,0.0,19,12274,卖盘
15,09:32:37,6.49,0.03,8,5188,买盘
16,09:32:52,6.5,0.01,30,19500,买盘
17,09:33:01,6.5,0.0,10,6500,卖盘
18,09:33:10,6.51,0.01,7,4557,买盘
19,09:33:22,6.51,0.0,10,6509,买盘
20,09:33:34,6.51,0.0,18,11718,卖盘
21,09:33:37,6.52,0.01,66,43020,买盘
22,09:33:43,6.51,-0.01,13,8463,卖盘
23,09:33:49,6.52,0.01,16,10418,买盘
24,09:33:55,6.5,-0.02,107,69618,卖盘
25,09:33:58,6.5,0.0,2,1300,买盘
26,09:34:07,6.5,0.0,11,7150,买盘
27,09:34:13,6.5,0.0,1,650,买盘
28,09:34:40,6.5,0.0,24,15600,买盘
29,09:35:37,6.49,-0.01,8,5192,卖盘
30,09:35:58,6.49,0.0,7,4543,买盘
31,09:36:16,6.49,0.0,15,9735,买盘
32,09:36:55,6.49,0.0,4,2597,卖盘
33,09:37:00,6.49,0.0,10,6490,卖盘
34,09:37:04,6.49,0.0,30,19470,卖盘
35,09:37:07,6.49,0.0,40,25960,卖盘
36,09:37:13,6.48,-0.01,17,11016,卖盘
37,09:37:16,6.48,0.0,9,5832,卖盘
38,09:37:19,6.48,0.0,29,18792,卖盘
39,09:37:22,6.48,0.0,59,38232,卖盘
40,09:37:25,6.48,0.0,33,21384,卖盘
41,09:37:27,6.48,0.0,14,9072,卖盘
42,09:37:31,6.48,0.0,14,9072,卖盘
43,09:37:46,6.48,0.0,3,1944,买盘
44,09:37:52,6.49,0.01,62,40238,买盘
45,09:38:37,6.48,-0.01,8,5184,卖盘
46,09:38:43,6.48,0.0,2,1296,卖盘
47,09:38:46,6.48,0.0,5,3240,卖盘
48,09:38:49,6.48,0.0,8,5184,卖盘
49,09:38:52,6.48,0.0,6,3888,卖盘
50,09:38:55,6.48,0.0,4,2592,卖盘
51,09:38:58,6.48,0.0,9,5832,卖盘
52,09:39:07,6.48,0.0,2,1296,买盘
53,09:39:10,6.47,-0.01,18,11646,卖盘
54,09:39:13,6.47,0.0,2,1294,卖盘
55,09:39:16,6.47,0.0,10,6470,卖盘
56,09:39:19,6.47,0.0,104,67288,卖盘
57,09:39:22,6.47,0.0,8,5176,卖盘
58,09:39:25,6.47,0.0,29,18763,卖盘
59,09:39:28,6.46,-0.01,7,4522,卖盘
