,time,price,change,volume,amount,type
0,09:25:04,12.18,-0.12,342,416556,卖盘
1,09:30:04,12.18,0.0,661,804450,卖盘
2,09:30:06,12.18,0.0,62,75468,买盘
3,09:30:09,12.18,0.0,71,86459,买盘
4,09:30:12,12.17,-0.01,18,21909,卖盘
5,09:30:15,12.19,0.02,32,38991,买盘
6,09:30:18,12.19,0.0,7,8533,买盘
7,09:30:21,12.19,0.0,6,7314,买盘
8,09:30:24,12.17,-0.02,9,10963,卖盘
9,09:30:27,12.17,0.0,2,2434,买盘
10,09:30:31,12.17,0.0,7,8519,买盘
11,09:30:33,12.16,-0.01,38,46222,卖盘
12,09:30:36,12.16,0.0,31,37709,卖盘
13,09:30:39,12.19,0.03,5,6095,买盘
14,09:30:42,12.17,-0.02,15,18255,卖盘
15,09:30:45,12.17,0.0,347,422232,买盘
16,09:30:48,12.16,-0.01,70,85152,中性盘
17,09:30:51,12.16,0.0,23,27968,买盘
18,09:30:54,12.16,0.0,49,59584,买盘
19,09:30:57,12.17,0.01,11,13387,买盘
20,09:31:04,12.16,-0.01,79,96068,卖盘
21,09:31:06,12.17,0.01,29,35272,买盘
22,09:31:09,12.2,0.03,40,48750,买盘
23,09:31:12,12.16,-0.04,90,109466,卖盘
24,09:31:18,12.2,0.04,55,67046,买盘
25,09:31:21,12.22,0.02,7,8548,中性盘
26,09:31:24,12.2,-0.02,1,1220,卖盘
27,09:31:31,12.2,0.0,5,6100,卖盘
28,09:31:33,12.24,0.04,40,48955,买盘
29,09:31:36,12.21,-0.03,7,8541,买盘
30,09:31:39,12.21,0.0,67,81807,卖盘
31,09:31:42,12.21,0.0,1,1221,卖盘
32,09:31:45,12.21,0.0,41,50081,卖盘
33,09:31:51,12.21,0.0,6,7326,卖盘
34,09:31:54,12.22,0.01,29,35434,买盘
35,09:31:57,12.22,0.0,29,35435,卖盘
36,09:32:00,12.21,-0.01,59,72039,卖盘
37,09:32:04,12.2,-0.01,20,24400,卖盘
38,09:32:06,12.2,0.0,320,390400,卖盘
39,09:32:09,12.2,0.0,40,48810,卖盘
40,09:32:12,12.21,0.01,3,3663,买盘
41,09:32:15,12.21,0.0,104,126897,买盘
42,09:32:18,12.2,-0.01,31,37820,中性盘
43,09:32:21,12.2,0.0,37,45098,买盘
44,09:32:24,12.2,0.0,16,19520,买盘
45,09:32:27,12.2,0.0,16,19520,买盘
46,09:32:30,12.21,0.01,114,138880,买盘
47,09:32:36,12.22,0.01,97,118469,买盘
48,09:32:39,12.21,-0.01,83,101419,卖盘
49,09:32:43,12.21,0.0,90,109890,买盘
50,09:32:51,12.21,0.0,23,28112,卖盘
51,09:32:54,12.21,0.0,37,45179,卖盘
52,09:32:57,12.25,0.04,52,63700,买盘
53,09:33:05,12.23,-0.02,23,28165,卖盘
54,09:33:15,12.27,0.04,6,7362,买盘
55,09:33:18,12.23,-0.04,78,95405,卖盘
56,09:33:39,12.23,0.0,2,2446,卖盘
57,09:33:42,12.23,0.0,5,6120,卖盘
58,09:33:45,12.24,0.01,2,2448,卖盘
59,09:33:51,12.23,-0.01,213,260509,卖盘
60,09:33:54,12.22,-0.01,11,13442,卖盘
61,09:34:00,12.21,-0.01,7,8547,卖盘
62,09:34:04,12.22,0.01,103,125862,买盘
63,09:34:06,12.2,-0.02,47,57377,卖盘
64,09:34:09,12.2,0.0,36,43920,卖盘
65,09:34:12,12.21,0.01,42,51281,买盘
66,09:34:15,12.2,-0.01,10,12200,卖盘
67,09:34:18,12.17,-0.03,100,121757,卖盘
68,09:34:24,12.22,0.05,1,1222,买盘
69,09:34:28,12.21,-0.01,21,25654,卖盘
70,09:34:33,12.22,0.01,20,24440,中性盘
71,09:34:36,12.23,0.01,4,4892,买盘
72,09:34:45,12.23,0.0,101,123522,买盘
73,09:34:48,12.22,-0.01,64,78253,卖盘
74,09:34:57,12.22,0.0,55,67210,买盘
75,09:35:06,12.23,0.01,160,195680,卖盘
76,09:35:09,12.21,-0.02,25,30555,卖盘
77,09:35:13,12.23,0.02,61,74603,买盘
78,09:35:15,12.2,-0.03,101,123360,卖盘
79,09:35:21,12.18,-0.02,30,36570,卖盘
80,09:35:24,12.2,0.02,40,48800,买盘
81,09:35:30,12.18,-0.02,13,15855,卖盘
82,09:35:36,12.23,0.05,2,2445,买盘
83,09:35:40,12.23,0.0,3,3669,买盘
84,09:35:42,12.22,-0.01,2,2444,卖盘
85,09:35:51,12.22,0.0,2,2444,买盘
86,09:35:57,12.2,-0.02,2,2442,卖盘
87,09:36:00,12.2,0.0,142,173240,卖盘
88,09:36:03,12.2,0.0,20,24400,买盘
89,09:36:06,12.19,-0.01,9,10971,卖盘
90,09:36:09,12.2,0.01,98,119483,买盘
91,09:36:12,12.19,-0.01,52,63390,卖盘
92,09:36:15,12.19,0.0,11,13409,卖盘
93,09:36:18,12.19,0.0,20,24380,卖盘
94,09:36:22,12.2,0.01,8,9760,买盘
95,09:36:25,12.18,-0.02,848,1032942,卖盘
96,09:36:27,12.18,0.0,8,9744,买盘
97,09:36:30,12.18,0.0,193,234924,买盘
98,09:36:33,12.18,0.0,20,24360,买盘
99,09:36:36,12.18,0.0,63,76734,买盘
100,09:36:42,12.19,0.01,2,2438,买盘
101,09:36:49,12.19,0.0,1,1219,卖盘
102,09:36:51,12.19,0.0,10,12190,卖盘
103,09:36:54,12.19,0.0,9,10971,买盘
104,09:36:57,12.18,-0.01,84,102395,卖盘
