stock,5,10,15,20
300374.SZ,600110.SH,600110.SH,603126.SH,603126.SH
300375.SZ,600666.SH,000971.SZ,000971.SZ,000971.SZ
300376.SZ,002606.SZ,002606.SZ,002606.SZ,002606.SZ
300377.SZ,600666.SH,600666.SH,600666.SH,600666.SH
300378.SZ,300331.SZ,600088.SH,600268.SH,000785.SZ
300379.SZ,300546.SZ,002473.SZ,600680.SH,600680.SH
300380.SZ,603100.SH,600680.SH,600680.SH,600680.SH
300381.SZ,300218.SZ,600605.SH,600605.SH,002606.SZ
300382.SZ,600318.SH,600318.SH,002619.SZ,002619.SZ
300383.SZ,002473.SZ,002281.SZ,002606.SZ,002606.SZ
300384.SZ,600226.SH,600226.SH,002739.SZ,002739.SZ
300385.SZ,000909.SZ,600610.SH,600610.SH,600610.SH
300386.SZ,000812.SZ,000812.SZ,000812.SZ,000812.SZ
300387.SZ,002270.SZ,002270.SZ,002270.SZ,002270.SZ
300388.SZ,002739.SZ,002739.SZ,002739.SZ,002739.SZ
300389.SZ,002070.SZ,002070.SZ,600401.SH,600401.SH
300390.SZ,600401.SH,600401.SH,600401.SH,600401.SH
300391.SZ,600615.SH,600615.SH,600615.SH,002070.SZ
300392.SZ,603011.SH,603011.SH,603011.SH,000793.SZ
300393.SZ,600750.SH,002739.SZ,002739.SZ,002739.SZ
300394.SZ,002323.SZ,600680.SH,600680.SH,600680.SH
300395.SZ,600680.SH,600680.SH,600680.SH,600680.SH
300396.SZ,300441.SZ,300441.SZ,002622.SZ,002622.SZ
300397.SZ,601608.SH,601608.SH,601608.SH,600505.SH
300398.SZ,300364.SZ,002606.SZ,002606.SZ,300364.SZ
300399.SZ,600610.SH,600610.SH,600610.SH,600610.SH
300400.SZ,300546.SZ,600666.SH,600666.SH,600680.SH
300401.SZ,002072.SZ,002072.SZ,002072.SZ,300064.SZ
300402.SZ,300440.SZ,300440.SZ,300440.SZ,002606.SZ
300403.SZ,002606.SZ,002606.SZ,002606.SZ,002606.SZ
300404.SZ,000939.SZ,000031.SZ,000031.SZ,000031.SZ
300405.SZ,002619.SZ,002619.SZ,002619.SZ,002606.SZ
300406.SZ,002063.SZ,002063.SZ,002063.SZ,002063.SZ
300407.SZ,600666.SH,600666.SH,600666.SH,002103.SZ
300408.SZ,300124.SZ,300124.SZ,600146.SH,600146.SH
300409.SZ,002739.SZ,002739.SZ,002739.SZ,002739.SZ
300410.SZ,002005.SZ,002604.SZ,002604.SZ,002604.SZ
300411.SZ,000793.SZ,002122.SZ,002122.SZ,002739.SZ
300412.SZ,002787.SZ,002787.SZ,600666.SH,002787.SZ
300413.SZ,300146.SZ,300146.SZ,300146.SZ,300146.SZ
300414.SZ,600401.SH,600401.SH,600401.SH,600401.SH
300415.SZ,600666.SH,600666.SH,600666.SH,600666.SH
300416.SZ,002263.SZ,300291.SZ,300291.SZ,300291.SZ
300417.SZ,600680.SH,600680.SH,600680.SH,600680.SH
300418.SZ,002739.SZ,002739.SZ,002739.SZ,002739.SZ
300419.SZ,002606.SZ,002606.SZ,002606.SZ,002606.SZ
300420.SZ,300420.SZ,300420.SZ,300420.SZ,300420.SZ
300421.SZ,002818.SZ,002818.SZ,600726.SH,600726.SH
300422.SZ,600666.SH,600666.SH,600666.SH,600666.SH
300423.SZ,600401.SH,600401.SH,600401.SH,600401.SH
300424.SZ,600666.SH,600666.SH,600666.SH,002619.SZ
300425.SZ,600666.SH,600666.SH,002619.SZ,002619.SZ
300426.SZ,002739.SZ,002739.SZ,002219.SZ,002219.SZ
300427.SZ,600158.SH,600158.SH,002453.SZ,600664.SH
300428.SZ,002103.SZ,002103.SZ,002103.SZ,600293.SH
300429.SZ,600401.SH,600401.SH,600401.SH,600401.SH
300430.SZ,600666.SH,600666.SH,600666.SH,600666.SH
300431.SZ,600084.SH,600084.SH,002259.SZ,002259.SZ
300432.SZ,300156.SZ,300156.SZ,600666.SH,600666.SH
300433.SZ,300335.SZ,000826.SZ,000826.SZ,000826.SZ
300434.SZ,002719.SZ,002719.SZ,002719.SZ,002719.SZ
300435.SZ,603309.SH,000610.SZ,000610.SZ,600601.SH
300436.SZ,300216.SZ,300216.SZ,300216.SZ,300216.SZ
300437.SZ,000564.SZ,000564.SZ,000564.SZ,000038.SZ
300438.SZ,600503.SH,300278.SZ,002112.SZ,002112.SZ
300439.SZ,000038.SZ,000038.SZ,000038.SZ,000038.SZ
300440.SZ,603588.SH,603588.SH,002606.SZ,002606.SZ
300441.SZ,002622.SZ,002622.SZ,002622.SZ,300038.SZ
300442.SZ,600293.SH,000428.SZ,000428.SZ,000428.SZ
300443.SZ,603600.SH,002606.SZ,002606.SZ,002606.SZ
300444.SZ,000793.SZ,000793.SZ,002143.SZ,002143.SZ
300445.SZ,300557.SZ,002329.SZ,002329.SZ,002619.SZ
300446.SZ,002705.SZ,002705.SZ,002705.SZ,000777.SZ
300447.SZ,600318.SH,600318.SH,002606.SZ,002606.SZ
300448.SZ,300071.SZ,300071.SZ,300071.SZ,300071.SZ
300449.SZ,300449.SZ,300449.SZ,300449.SZ,300449.SZ
300450.SZ,300450.SZ,300450.SZ,300450.SZ,300450.SZ
300451.SZ,000616.SZ,000564.SZ,000564.SZ,000564.SZ
300452.SZ,603667.SH,000812.SZ,000812.SZ,000812.SZ
300453.SZ,002004.SZ,002739.SZ,002739.SZ,002739.SZ
300454.SZ,300454.SZ,300454.SZ,300454.SZ,300454.SZ
300455.SZ,300163.SZ,300163.SZ,300163.SZ,300163.SZ
300456.SZ,002098.SZ,002098.SZ,002098.SZ,002098.SZ
300457.SZ,002739.SZ,002739.SZ,002739.SZ,600666.SH
300458.SZ,300063.SZ,002606.SZ,002606.SZ,002606.SZ
300459.SZ,300459.SZ,300459.SZ,300459.SZ,300459.SZ
300460.SZ,300442.SZ,300442.SZ,000428.SZ,002619.SZ
300461.SZ,600419.SH,600419.SH,300032.SZ,600666.SH
300462.SZ,000939.SZ,000939.SZ,002604.SZ,002604.SZ
300463.SZ,600146.SH,600146.SH,600146.SH,600146.SH
300464.SZ,600318.SH,600318.SH,002606.SZ,002606.SZ
300465.SZ,600257.SH,600257.SH,600257.SH,600257.SH
300466.SZ,601996.SH,002676.SZ,002606.SZ,002606.SZ
300467.SZ,002684.SZ,002684.SZ,002684.SZ,002684.SZ
300468.SZ,300158.SZ,300158.SZ,002625.SZ,000812.SZ
300469.SZ,600590.SH,600241.SH,002219.SZ,002219.SZ
300470.SZ,002252.SZ,002252.SZ,002252.SZ,002252.SZ
300471.SZ,002169.SZ,300303.SZ,300062.SZ,002606.SZ
300472.SZ,002437.SZ,000606.SZ,600610.SH,600401.SH
300473.SZ,300473.SZ,300473.SZ,300473.SZ,300473.SZ
300474.SZ,600490.SH,600490.SH,600490.SH,600490.SH
300475.SZ,002634.SZ,001896.SZ,001896.SZ,600469.SH
300476.SZ,002739.SZ,002739.SZ,002739.SZ,002739.SZ
300477.SZ,300477.SZ,300477.SZ,300477.SZ,300477.SZ
300478.SZ,002739.SZ,600666.SH,002739.SZ,000971.SZ
300479.SZ,300479.SZ,300479.SZ,300479.SZ,300479.SZ
300480.SZ,300480.SZ,300480.SZ,300480.SZ,300480.SZ
300481.SZ,002122.SZ,300284.SZ,300284.SZ,000400.SZ
300482.SZ,600146.SH,002609.SZ,000976.SZ,000976.SZ
600871.SH,000156.SZ,000156.SZ,000156.SZ,000156.SZ
600872.SH,603288.SH,603288.SH,603288.SH,603288.SH
600873.SH,600653.SH,002070.SZ,002070.SZ,002070.SZ
600874.SH,000856.SZ,600008.SH,600008.SH,300428.SZ
600875.SH,600875.SH,600875.SH,600875.SH,600875.SH
600876.SH,600876.SH,600876.SH,600876.SH,600876.SH
600877.SH,600680.SH,600680.SH,600680.SH,600680.SH
600879.SH,600666.SH,600666.SH,600666.SH,300063.SZ
600880.SH,002344.SZ,002344.SZ,000509.SZ,002606.SZ
600881.SH,600221.SH,600221.SH,000971.SZ,000971.SZ
600882.SH,002323.SZ,600680.SH,600680.SH,600680.SH
600883.SH,300163.SZ,000812.SZ,000812.SZ,000812.SZ
600884.SH,002466.SZ,002466.SZ,002466.SZ,002466.SZ
600885.SH,300225.SZ,300225.SZ,300225.SZ,300225.SZ
600886.SH,002463.SZ,002463.SZ,002463.SZ,002463.SZ
600887.SH,601933.SH,601933.SH,601933.SH,601933.SH
600888.SH,000564.SZ,000564.SZ,000564.SZ,002143.SZ
600889.SH,000812.SZ,000812.SZ,000812.SZ,000812.SZ
600890.SH,600890.SH,600890.SH,600890.SH,600890.SH
600891.SH,300410.SZ,002005.SZ,002005.SZ,300362.SZ
600892.SH,600892.SH,600892.SH,600892.SH,600892.SH
600893.SH,600666.SH,600666.SH,000812.SZ,000812.SZ
600894.SH,600610.SH,600610.SH,600610.SH,600610.SH
600895.SH,600635.SH,300001.SZ,300001.SZ,300001.SZ
600896.SH,600610.SH,300252.SZ,300252.SZ,300252.SZ
600897.SH,600155.SH,600155.SH,600556.SH,601928.SH
600898.SH,300173.SZ,000038.SZ,000038.SZ,000038.SZ
600900.SH,600519.SH,600519.SH,600519.SH,600519.SH
600901.SH,600901.SH,600901.SH,600901.SH,600901.SH
600903.SH,600903.SH,600903.SH,600903.SH,600903.SH
600908.SH,603323.SH,002807.SZ,002807.SZ,002606.SZ
600909.SH,600894.SH,600894.SH,600193.SH,600193.SH
600917.SH,600084.SH,600084.SH,600084.SH,600084.SH
600919.SH,600894.SH,600894.SH,600610.SH,600610.SH
600926.SH,002143.SZ,002143.SZ,600666.SH,600666.SH
600929.SH,600929.SH,600929.SH,600929.SH,600929.SH
600933.SH,600933.SH,600933.SH,600933.SH,600933.SH
600936.SH,000428.SZ,000428.SZ,000428.SZ,000428.SZ
600939.SH,600939.SH,600939.SH,600939.SH,600939.SH
600958.SH,002145.SZ,002145.SZ,002145.SZ,002715.SZ
600959.SH,600666.SH,600666.SH,600666.SH,600666.SH
600960.SH,600678.SH,600122.SH,600122.SH,600122.SH
600961.SH,002331.SZ,300305.SZ,300265.SZ,300265.SZ
600962.SH,000812.SZ,000812.SZ,000812.SZ,000812.SZ
600963.SH,002748.SZ,300278.SZ,300278.SZ,300278.SZ
600965.SH,002070.SZ,002070.SZ,002070.SZ,002070.SZ
600966.SH,002365.SZ,002365.SZ,002365.SZ,002365.SZ
600967.SH,000950.SZ,600226.SH,002739.SZ,002739.SZ
600969.SH,000901.SZ,000901.SZ,000812.SZ,000812.SZ
600970.SH,600320.SH,600320.SH,002508.SZ,600320.SH
600971.SH,600291.SH,600291.SH,600291.SH,600291.SH
600973.SH,600973.SH,600973.SH,600973.SH,600973.SH
600975.SH,300033.SZ,300033.SZ,600680.SH,600680.SH
600976.SH,002263.SZ,002263.SZ,000564.SZ,000564.SZ
600977.SH,002070.SZ,002070.SZ,002070.SZ,002070.SZ
600978.SH,002739.SZ,002739.SZ,002739.SZ,002739.SZ
600979.SH,600979.SH,600979.SH,600979.SH,600979.SH
600980.SH,600610.SH,600610.SH,600610.SH,600610.SH
600981.SH,002070.SZ,002070.SZ,002070.SZ,002070.SZ
600982.SH,600820.SH,000812.SZ,000812.SZ,000812.SZ
600983.SH,002739.SZ,002739.SZ,002739.SZ,002739.SZ
600984.SH,300034.SZ,300034.SZ,600095.SH,600680.SH
600985.SH,600685.SH,300198.SZ,300198.SZ,002520.SZ
600986.SH,002739.SZ,002739.SZ,002739.SZ,002739.SZ
600987.SH,600614.SH,600614.SH,300453.SZ,300453.SZ
600988.SH,002619.SZ,002619.SZ,002171.SZ,002619.SZ
600990.SH,000779.SZ,000156.SZ,000156.SZ,000156.SZ
600992.SH,600157.SH,002739.SZ,002739.SZ,002739.SZ
600993.SH,002002.SZ,002002.SZ,002002.SZ,300118.SZ
600995.SH,300163.SZ,600237.SH,002673.SZ,002606.SZ
600996.SH,300211.SZ,300211.SZ,300211.SZ,600680.SH
600997.SH,600408.SH,002621.SZ,002621.SZ,002816.SZ
600998.SH,002739.SZ,002739.SZ,002739.SZ,002739.SZ
600999.SH,601211.SH,601211.SH,601211.SH,601211.SH
601000.SH,300044.SZ,300044.SZ,300044.SZ,600539.SH
601001.SH,000983.SZ,002650.SZ,300320.SZ,300320.SZ
601002.SH,601880.SH,000592.SZ,002112.SZ,002112.SZ
601003.SH,000932.SZ,000932.SZ,000932.SZ,002382.SZ
601005.SH,601005.SH,601005.SH,601005.SH,601005.SH
601006.SH,600660.SH,600660.SH,600660.SH,600660.SH
601007.SH,300330.SZ,600680.SH,600680.SH,600680.SH
601008.SH,300446.SZ,300446.SZ,300446.SZ,300446.SZ
601009.SH,300492.SZ,300492.SZ,300492.SZ,300022.SZ
601010.SH,600611.SH,002533.SZ,600680.SH,600680.SH
601011.SH,002128.SZ,002128.SZ,000933.SZ,000933.SZ
601012.SH,300274.SZ,300274.SZ,000063.SZ,000063.SZ
601015.SH,002252.SZ,002252.SZ,002252.SZ,002252.SZ
601016.SH,002787.SZ,002787.SZ,002606.SZ,002606.SZ
601018.SH,601216.SH,601216.SH,601216.SH,601216.SH
601019.SH,601019.SH,601019.SH,601019.SH,601019.SH
601020.SH,300291.SZ,601801.SH,601801.SH,300148.SZ
601021.SH,600305.SH,603318.SH,603318.SH,002157.SZ
601028.SH,600221.SH,600666.SH,002018.SZ,300090.SZ
601038.SH,000995.SZ,600680.SH,600680.SH,600610.SH
601058.SH,601989.SH,600610.SH,600610.SH,600610.SH
601066.SH,601066.SH,601066.SH,601066.SH,601066.SH
601068.SH,601068.SH,601068.SH,601068.SH,601068.SH
601069.SH,002739.SZ,002739.SZ,002739.SZ,002739.SZ
601086.SH,601086.SH,601086.SH,601086.SH,601086.SH
601088.SH,601398.SH,000725.SZ,000725.SZ,603868.SH
601098.SH,002739.SZ,002739.SZ,002739.SZ,002739.SZ
601099.SH,000686.SZ,000686.SZ,601928.SH,601928.SH
601100.SH,600460.SH,600460.SH,601933.SH,601933.SH
601101.SH,002128.SZ,002128.SZ,600291.SH,002158.SZ
601106.SH,300252.SZ,600643.SH,002505.SZ,002175.SZ
601107.SH,600819.SH,600356.SH,002070.SZ,002070.SZ
601108.SH,601108.SH,601108.SH,601108.SH,601108.SH
601111.SH,600029.SH,600029.SH,002001.SZ,601012.SH
601113.SH,002252.SZ,002625.SZ,002252.SZ,002252.SZ
601116.SH,002772.SZ,300273.SZ,002638.SZ,002638.SZ
601117.SH,000950.SZ,300109.SZ,300109.SZ,300109.SZ
601118.SH,002263.SZ,002175.SZ,002175.SZ,002175.SZ
601126.SH,000722.SZ,600193.SH,600193.SH,600193.SH
601127.SH,600084.SH,600084.SH,600462.SH,600462.SH
601128.SH,000811.SZ,002726.SZ,600074.SH,603828.SH
601137.SH,600610.SH,600610.SH,600610.SH,600610.SH
601138.SH,601138.SH,601138.SH,601138.SH,601138.SH
601139.SH,300362.SZ,002739.SZ,002739.SZ,002739.SZ
601155.SH,601100.SH,601100.SH,601100.SH,601100.SH
601158.SH,000812.SZ,000812.SZ,000812.SZ,000812.SZ
601162.SH,601162.SH,601162.SH,601162.SH,601162.SH
601163.SH,601199.SH,000679.SZ,000679.SZ,000679.SZ
601166.SH,601688.SH,601688.SH,601688.SH,600556.SH
601168.SH,601168.SH,601168.SH,601168.SH,601168.SH
601169.SH,600666.SH,600666.SH,000038.SZ,000038.SZ
601177.SH,002323.SZ,600680.SH,600680.SH,600680.SH
601179.SH,600820.SH,002070.SZ,002070.SZ,002070.SZ
601186.SH,600399.SH,002070.SZ,002070.SZ,002070.SZ
601188.SH,000812.SZ,000812.SZ,000812.SZ,601801.SH
601198.SH,000415.SZ,000415.SZ,600157.SH,600157.SH
601199.SH,601163.SH,000564.SZ,000564.SZ,000564.SZ
601200.SH,601200.SH,601200.SH,601200.SH,601200.SH
601208.SH,000099.SZ,600820.SH,600157.SH,000400.SZ
601211.SH,601377.SH,601377.SH,600210.SH,600210.SH
601212.SH,601212.SH,601212.SH,601212.SH,601212.SH
601216.SH,600017.SH,601880.SH,601985.SH,002074.SZ
601218.SH,000565.SZ,000812.SZ,000812.SZ,002473.SZ
601222.SH,002080.SZ,002080.SZ,002080.SZ,002739.SZ
601225.SH,600036.SH,600036.SH,600036.SH,601318.SH
601226.SH,002375.SZ,002070.SZ,002070.SZ,002786.SZ
601228.SH,601228.SH,601228.SH,601228.SH,601228.SH
601229.SH,002739.SZ,002739.SZ,002739.SZ,002739.SZ
601231.SH,601628.SH,600674.SH,600674.SH,601211.SH
601233.SH,600176.SH,600176.SH,600559.SH,600559.SH
601238.SH,002122.SZ,002122.SZ,002122.SZ,600666.SH
601258.SH,002499.SZ,002499.SZ,000820.SZ,000820.SZ
601288.SH,601398.SH,601398.SH,601360.SH,601360.SH
601311.SH,002070.SZ,002070.SZ,002070.SZ,002070.SZ
601318.SH,600036.SH,600036.SH,600036.SH,600036.SH
601319.SH,601319.SH,601319.SH,601319.SH,601319.SH
601326.SH,601326.SH,601326.SH,601326.SH,601326.SH
601328.SH,601818.SH,601818.SH,601766.SH,601766.SH
601330.SH,601330.SH,601330.SH,601330.SH,601330.SH
601333.SH,002252.SZ,002252.SZ,600165.SH,002219.SZ
601336.SH,601628.SH,601231.SH,601231.SH,601231.SH
601339.SH,002070.SZ,002070.SZ,002070.SZ,002070.SZ
601360.SH,000830.SZ,600019.SH,600559.SH,600741.SH
601366.SH,601366.SH,601366.SH,601366.SH,601366.SH
601368.SH,002284.SZ,600713.SH,002283.SZ,600628.SH
601369.SH,300009.SZ,300009.SZ,300349.SZ,002622.SZ
601375.SH,300135.SZ,600603.SH,600603.SH,600312.SH
601377.SH,600061.SH,000783.SZ,000783.SZ,000783.SZ
601388.SH,600595.SH,600586.SH,600666.SH,600666.SH
601390.SH,002005.SZ,002005.SZ,002005.SZ,002005.SZ
601398.SH,601288.SH,601288.SH,601360.SH,601360.SH
601500.SH,300442.SZ,002076.SZ,002076.SZ,002076.SZ
601515.SH,002070.SZ,002070.SZ,002070.SZ,002070.SZ
601518.SH,601518.SH,601518.SH,601518.SH,601518.SH
601519.SH,603000.SH,600680.SH,600680.SH,600680.SH
601555.SH,000686.SZ,000686.SZ,000686.SZ,601928.SH
601558.SH,002473.SZ,002473.SZ,002473.SZ,002606.SZ
601566.SH,002739.SZ,000564.SZ,000564.SZ,000564.SZ
601567.SH,600227.SH,300336.SZ,300032.SZ,300032.SZ
601577.SH,601577.SH,601577.SH,601577.SH,601577.SH
601579.SH,600084.SH,002005.SZ,002005.SZ,002005.SZ
601588.SH,300115.SZ,300115.SZ,300115.SZ,300115.SZ
601595.SH,603887.SH,300551.SZ,000428.SZ,000428.SZ
601599.SH,002625.SZ,300431.SZ,300431.SZ,600666.SH
601600.SH,000933.SZ,000933.SZ,000933.SZ,600291.SH
601601.SH,601336.SH,601336.SH,601336.SH,601336.SH
601606.SH,601606.SH,601606.SH,601606.SH,601606.SH
601607.SH,600490.SH,600490.SH,600490.SH,300070.SZ
601608.SH,000027.SZ,000862.SZ,000862.SZ,601928.SH
601611.SH,600106.SH,000428.SZ,000428.SZ,000428.SZ
601616.SH,002070.SZ,600680.SH,600680.SH,600680.SH
601618.SH,600221.SH,300278.SZ,300278.SZ,300278.SZ
601619.SH,601619.SH,601619.SH,601619.SH,601619.SH
601628.SH,000100.SZ,000100.SZ,600674.SH,600674.SH
601633.SH,000030.SZ,000685.SZ,000685.SZ,000685.SZ
601636.SH,600176.SH,600176.SH,600559.SH,603868.SH
601666.SH,000983.SZ,002622.SZ,002622.SZ,002622.SZ
601668.SH,002739.SZ,002739.SZ,002739.SZ,002739.SZ
601669.SH,600221.SH,600221.SH,600221.SH,600221.SH
601677.SH,002122.SZ,002122.SZ,002122.SZ,600157.SH
601678.SH,600755.SH,600755.SH,601919.SH,601919.SH
601688.SH,600556.SH,600556.SH,600556.SH,600556.SH
601689.SH,002739.SZ,002739.SZ,002739.SZ,002739.SZ
601699.SH,600188.SH,600559.SH,600559.SH,600559.SH
601700.SH,601700.SH,601700.SH,601700.SH,601700.SH
601717.SH,600226.SH,600226.SH,002739.SZ,002739.SZ
601718.SH,600959.SH,300278.SZ,002188.SZ,002739.SZ
300482.SZ,600146.SH,002609.SZ,000976.SZ,000976.SZ
300483.SZ,603806.SH,603806.SH,603806.SH,600556.SH
300484.SZ,600666.SH,002606.SZ,002606.SZ,002606.SZ
300485.SZ,000506.SZ,002094.SZ,002094.SZ,002094.SZ
300486.SZ,600076.SH,600076.SH,300032.SZ,300032.SZ
300487.SZ,600666.SH,600666.SH,300383.SZ,002606.SZ
300488.SZ,600318.SH,600318.SH,600318.SH,600318.SH
300489.SZ,600605.SH,600605.SH,600605.SH,600469.SH
300490.SZ,300490.SZ,300490.SZ,300490.SZ,300490.SZ
300491.SZ,002787.SZ,002606.SZ,002606.SZ,002606.SZ
300492.SZ,000900.SZ,002729.SZ,000939.SZ,600610.SH
300493.SZ,002787.SZ,002606.SZ,002606.SZ,002606.SZ
300494.SZ,600666.SH,600666.SH,600666.SH,000812.SZ
300495.SZ,002606.SZ,002606.SZ,002606.SZ,002606.SZ
300496.SZ,300496.SZ,300496.SZ,300496.SZ,300496.SZ
300497.SZ,000564.SZ,000564.SZ,000564.SZ,000564.SZ
300498.SZ,002299.SZ,002299.SZ,002299.SZ,600680.SH
300499.SZ,002150.SZ,000038.SZ,000038.SZ,002606.SZ
300500.SZ,002739.SZ,600666.SH,000038.SZ,600666.SH
300501.SZ,002076.SZ,002076.SZ,002076.SZ,300364.SZ
300502.SZ,300063.SZ,002643.SZ,002606.SZ,002606.SZ
300503.SZ,300063.SZ,300063.SZ,600666.SH,002606.SZ
300504.SZ,300504.SZ,300504.SZ,300504.SZ,300504.SZ
300505.SZ,002076.SZ,002076.SZ,002076.SZ,002076.SZ
300506.SZ,600680.SH,600680.SH,600680.SH,000038.SZ
300507.SZ,600666.SH,600666.SH,300364.SZ,300364.SZ
300508.SZ,002270.SZ,002270.SZ,002270.SZ,002270.SZ
300509.SZ,300173.SZ,000038.SZ,000038.SZ,000038.SZ
300510.SZ,002435.SZ,600240.SH,600240.SH,600240.SH
300511.SZ,600666.SH,600666.SH,600666.SH,000812.SZ
300512.SZ,000038.SZ,000038.SZ,000038.SZ,000038.SZ
300513.SZ,300513.SZ,300513.SZ,300513.SZ,300513.SZ
300514.SZ,300514.SZ,300514.SZ,300514.SZ,300514.SZ
300515.SZ,300063.SZ,002606.SZ,002606.SZ,300063.SZ
300516.SZ,300442.SZ,000428.SZ,000428.SZ,000428.SZ
300517.SZ,600318.SH,600318.SH,600318.SH,600318.SH
300518.SZ,300518.SZ,300518.SZ,300518.SZ,300518.SZ
300519.SZ,600666.SH,600666.SH,600666.SH,600666.SH
300520.SZ,300466.SZ,600318.SH,002606.SZ,002606.SZ
300521.SZ,002787.SZ,002606.SZ,002606.SZ,002606.SZ
300522.SZ,600666.SH,600666.SH,600666.SH,600666.SH
300523.SZ,002070.SZ,002070.SZ,002070.SZ,002070.SZ
300525.SZ,600318.SH,000972.SZ,600423.SH,600423.SH
300526.SZ,300526.SZ,300526.SZ,300526.SZ,300526.SZ
300527.SZ,300241.SZ,300241.SZ,002622.SZ,300130.SZ
300528.SZ,002076.SZ,002076.SZ,002076.SZ,002076.SZ
300529.SZ,600763.SH,600763.SH,600763.SH,600763.SH
300530.SZ,601968.SH,600724.SH,600724.SH,601968.SH
300531.SZ,300063.SZ,002606.SZ,002606.SZ,002606.SZ
300532.SZ,600568.SH,600568.SH,002580.SZ,002580.SZ
300533.SZ,002329.SZ,002619.SZ,002619.SZ,002619.SZ
300534.SZ,002606.SZ,002606.SZ,300562.SZ,300364.SZ
300535.SZ,300535.SZ,300535.SZ,300535.SZ,300535.SZ
300536.SZ,002070.SZ,002070.SZ,002619.SZ,002619.SZ
300537.SZ,300537.SZ,300537.SZ,300537.SZ,300537.SZ
300538.SZ,002070.SZ,600257.SH,000038.SZ,002037.SZ
300539.SZ,300063.SZ,002606.SZ,002606.SZ,002606.SZ
300540.SZ,603887.SH,603887.SH,000428.SZ,000428.SZ
300541.SZ,603887.SH,000812.SZ,000812.SZ,000812.SZ
300542.SZ,000812.SZ,000812.SZ,000812.SZ,000812.SZ
300543.SZ,002315.SZ,002315.SZ,300376.SZ,002606.SZ
300545.SZ,300038.SZ,300038.SZ,300038.SZ,600539.SH
300546.SZ,300063.SZ,600666.SH,002606.SZ,002606.SZ
300547.SZ,600666.SH,600666.SH,600666.SH,000971.SZ
300548.SZ,002070.SZ,300252.SZ,300252.SZ,002606.SZ
300549.SZ,600666.SH,300484.SZ,600666.SH,002606.SZ
300550.SZ,002070.SZ,002070.SZ,002070.SZ,600401.SH
300551.SZ,603887.SH,000428.SZ,000428.SZ,000428.SZ
300552.SZ,600095.SH,600095.SH,600610.SH,600680.SH
300553.SZ,603090.SH,300543.SZ,002606.SZ,002606.SZ
300554.SZ,300554.SZ,300554.SZ,300554.SZ,300554.SZ
300555.SZ,300063.SZ,300063.SZ,002606.SZ,002606.SZ
300556.SZ,002076.SZ,002076.SZ,002076.SZ,002606.SZ
300557.SZ,300442.SZ,000428.SZ,000428.SZ,000428.SZ
300558.SZ,300109.SZ,300109.SZ,300109.SZ,002418.SZ
300559.SZ,600401.SH,600401.SH,600401.SH,600401.SH
300560.SZ,600666.SH,600666.SH,600666.SH,600666.SH
300561.SZ,300364.SZ,002638.SZ,300364.SZ,300364.SZ
300562.SZ,002606.SZ,002606.SZ,002606.SZ,002606.SZ
300563.SZ,603028.SH,603028.SH,603028.SH,603300.SH
300565.SZ,603887.SH,002312.SZ,002312.SZ,000812.SZ
300566.SZ,000939.SZ,600666.SH,600666.SH,600666.SH
300567.SZ,600490.SH,600515.SH,600515.SH,002451.SZ
300568.SZ,002787.SZ,002787.SZ,002787.SZ,002787.SZ
300569.SZ,300063.SZ,002606.SZ,002606.SZ,002606.SZ
300570.SZ,002070.SZ,002473.SZ,300339.SZ,300339.SZ
300571.SZ,000820.SZ,000820.SZ,000820.SZ,300156.SZ
300572.SZ,300188.SZ,300188.SZ,000671.SZ,000671.SZ
300573.SZ,002323.SZ,300220.SZ,300220.SZ,300220.SZ
300575.SZ,002070.SZ,002070.SZ,002070.SZ,002070.SZ
300576.SZ,300543.SZ,603118.SH,603118.SH,002149.SZ
300577.SZ,600666.SH,600666.SH,600666.SH,600666.SH
300578.SZ,300578.SZ,300578.SZ,300578.SZ,300578.SZ
300579.SZ,002520.SZ,002520.SZ,002520.SZ,000812.SZ
300580.SZ,300580.SZ,300580.SZ,300580.SZ,300580.SZ
300581.SZ,600318.SH,600318.SH,002619.SZ,002606.SZ
300582.SZ,600318.SH,002606.SZ,002606.SZ,002606.SZ
300583.SZ,300583.SZ,300583.SZ,300583.SZ,300583.SZ
300584.SZ,300584.SZ,300584.SZ,300584.SZ,300584.SZ
300585.SZ,002837.SZ,002315.SZ,300543.SZ,300543.SZ
300586.SZ,300586.SZ,300586.SZ,300586.SZ,300586.SZ
300587.SZ,300587.SZ,300587.SZ,300587.SZ,300587.SZ
300588.SZ,300588.SZ,300588.SZ,300588.SZ,300588.SZ
300589.SZ,300589.SZ,300589.SZ,300589.SZ,300589.SZ
300590.SZ,300590.SZ,300590.SZ,300590.SZ,300590.SZ
300591.SZ,300591.SZ,300591.SZ,300591.SZ,300591.SZ
300592.SZ,300592.SZ,300592.SZ,300592.SZ,300592.SZ
300593.SZ,300593.SZ,300593.SZ,300593.SZ,300593.SZ
300595.SZ,300595.SZ,300595.SZ,300595.SZ,300595.SZ
300596.SZ,300596.SZ,300596.SZ,300596.SZ,300596.SZ
300597.SZ,300597.SZ,300597.SZ,300597.SZ,300597.SZ
300598.SZ,300598.SZ,300598.SZ,300598.SZ,300598.SZ
300599.SZ,300599.SZ,300599.SZ,300599.SZ,300599.SZ
300600.SZ,300600.SZ,300600.SZ,300600.SZ,300600.SZ
