,time,price,change,volume,amount,type
0,09:25:04,5.6,0.11,85,47600,卖盘
1,09:30:04,5.6,0.0,318,177988,买盘
2,09:30:07,5.6,0.0,66,36911,买盘
3,09:30:10,5.6,0.0,43,24080,卖盘
4,09:30:13,5.6,0.0,1,560,卖盘
5,09:30:19,5.61,0.01,28,15691,卖盘
6,09:30:28,5.62,0.01,16,8991,买盘
7,09:30:31,5.61,-0.01,6,3371,卖盘
8,09:30:37,5.61,0.0,3,1683,卖盘
9,09:30:40,5.62,0.01,1,562,买盘
10,09:30:43,5.63,0.01,313,176206,买盘
11,09:30:49,5.63,0.0,3,1689,卖盘
12,09:30:55,5.63,0.0,1,563,卖盘
13,09:31:01,5.63,0.0,183,103029,卖盘
14,09:31:10,5.61,-0.02,15,8425,卖盘
15,09:31:16,5.61,0.0,25,14025,卖盘
16,09:31:19,5.61,0.0,5,2805,卖盘
17,09:31:22,5.61,0.0,8,4488,卖盘
18,09:31:25,5.61,0.0,77,43197,卖盘
19,09:31:31,5.61,0.0,13,7293,卖盘
20,09:31:40,5.6,-0.01,5,2800,卖盘
21,09:31:52,5.61,0.01,86,48246,买盘
22,09:31:55,5.61,0.0,14,8050,卖盘
23,09:32:01,5.61,0.0,285,159885,卖盘
24,09:32:07,5.61,0.0,1,365,买盘
25,09:32:10,5.62,0.01,205,115310,买盘
26,09:32:13,5.62,0.0,4,2248,卖盘
27,09:32:16,5.6,-0.02,37,20545,卖盘
28,09:32:19,5.6,0.0,14,7840,卖盘
29,09:32:22,5.62,0.02,13,7301,买盘
30,09:32:34,5.62,0.0,13,7306,买盘
31,09:32:37,5.61,-0.01,1,561,卖盘
32,09:32:43,5.61,0.0,4,2244,卖盘
33,09:32:46,5.61,0.0,5,2805,卖盘
34,09:32:49,5.61,0.0,3,1683,卖盘
35,09:32:52,5.62,0.01,42,23801,买盘
36,09:32:55,5.62,0.0,54,30348,卖盘
37,09:32:58,5.6,-0.02,81,45194,卖盘
38,09:33:10,5.6,0.0,3,1680,卖盘
39,09:33:16,5.6,0.0,26,14563,卖盘
40,09:33:19,5.6,0.0,5,2800,卖盘
41,09:33:22,5.6,0.0,4,2240,卖盘
42,09:33:25,5.6,0.0,5,2800,卖盘
43,09:33:28,5.6,0.0,4,2240,卖盘
44,09:33:31,5.6,0.0,6,3360,卖盘
45,09:33:34,5.6,0.0,55,30849,卖盘
46,09:33:37,5.6,0.0,112,62720,卖盘
47,09:33:40,5.6,0.0,11,6160,卖盘
48,09:33:46,5.57,-0.03,6,3342,卖盘
49,09:34:07,5.57,0.0,1,557,卖盘
50,09:34:10,5.57,0.0,4,2228,卖盘
51,09:34:16,5.57,0.0,19,10583,卖盘
52,09:34:22,5.59,0.02,50,27945,买盘
53,09:34:25,5.59,0.0,18,10062,买盘
54,09:34:37,5.57,-0.02,6,3342,卖盘
55,09:34:49,5.57,0.0,20,11140,卖盘
56,09:34:52,5.59,0.02,20,11180,买盘
57,09:35:01,5.59,0.0,34,19006,买盘
58,09:35:07,5.58,-0.01,5,2790,卖盘
59,09:35:10,5.58,0.0,1,558,卖盘
60,09:35:16,5.58,0.0,20,11160,卖盘
61,09:35:19,5.58,0.0,3,1674,卖盘
62,09:35:22,5.57,-0.01,685,381716,卖盘
63,09:35:28,5.57,0.0,100,55700,买盘
64,09:35:34,5.57,0.0,1,557,买盘
65,09:35:37,5.59,0.02,100,55816,买盘
66,09:35:43,5.56,-0.03,6,3338,卖盘
67,09:35:46,5.57,0.01,1,557,卖盘
68,09:36:01,5.57,0.0,17,9469,买盘
69,09:36:07,5.57,0.0,1,557,卖盘
70,09:36:10,5.57,0.0,4,2228,卖盘
71,09:36:13,5.57,0.0,1,557,卖盘
72,09:36:19,5.57,0.0,17,9469,卖盘
73,09:36:22,5.57,0.0,5,2785,卖盘
74,09:36:46,5.56,-0.01,200,111305,卖盘
75,09:36:49,5.57,0.01,10,5570,中性盘
76,09:36:52,5.57,0.0,1,557,卖盘
77,09:36:55,5.57,0.0,3,1671,卖盘
78,09:36:58,5.57,0.0,1,557,卖盘
79,09:37:01,5.57,0.0,58,32306,卖盘
80,09:37:10,5.57,0.0,4,2228,卖盘
81,09:37:16,5.57,0.0,21,11697,卖盘
82,09:37:19,5.57,0.0,2,1114,卖盘
83,09:37:28,5.56,-0.01,2,1112,卖盘
84,09:37:52,5.56,0.0,26,14456,卖盘
85,09:37:55,5.56,0.0,4,2224,卖盘
86,09:37:58,5.57,0.01,15,8355,买盘
87,09:38:01,5.56,-0.01,17,9452,卖盘
88,09:38:07,5.57,0.01,6,3342,买盘
89,09:38:10,5.56,-0.01,10,5560,卖盘
90,09:38:13,5.57,0.01,19,10583,买盘
91,09:38:16,5.56,-0.01,18,10008,卖盘
92,09:38:22,5.56,0.0,6,3336,卖盘
93,09:38:25,5.56,0.0,2,1112,卖盘
94,09:38:28,5.56,0.0,3,1668,卖盘
95,09:38:31,5.57,0.01,12,6673,买盘
96,09:38:40,5.56,-0.01,203,112868,卖盘
