,time,price,change,volume,amount,type
0,09:30:04,5.96,0.0,27,16020,卖盘
1,09:30:12,5.92,-0.04,2,1185,卖盘
2,09:30:22,5.96,0.04,9,5362,买盘
3,09:30:33,5.93,-0.03,8,4744,卖盘
4,09:30:36,5.95,0.02,9,5355,买盘
5,09:30:51,5.96,0.01,9,5358,买盘
6,09:31:04,5.96,0.0,1,596,买盘
7,09:31:06,5.96,0.0,9,5364,买盘
8,09:31:12,5.94,-0.02,3,1782,卖盘
9,09:31:18,5.93,-0.01,9,5337,卖盘
10,09:31:21,5.95,0.02,60,35620,买盘
11,09:31:24,5.95,0.0,9,5355,卖盘
12,09:31:27,5.95,0.0,17,10115,卖盘
13,09:31:30,5.95,0.0,8,4760,卖盘
14,09:31:33,5.95,0.0,5,2975,卖盘
15,09:31:37,5.95,0.0,70,41661,卖盘
16,09:31:42,5.93,-0.02,3,1779,卖盘
17,09:31:51,5.98,0.05,9,5374,买盘
18,09:32:06,5.97,-0.01,9,5373,买盘
19,09:32:21,5.92,-0.05,33,19545,卖盘
20,09:32:24,5.92,0.0,8,4736,买盘
21,09:32:36,5.93,0.01,130,77090,买盘
22,09:32:39,5.9,-0.03,23,13575,卖盘
23,09:32:45,5.97,0.07,230,137170,买盘
24,09:32:48,5.95,-0.02,1,595,买盘
25,09:32:51,5.95,0.0,9,5355,买盘
26,09:33:06,5.97,0.02,9,5363,买盘
27,09:33:09,5.94,-0.03,1,594,中性盘
28,09:33:13,5.94,0.0,8,4736,买盘
29,09:33:18,5.94,0.0,1,594,买盘
30,09:33:21,5.96,0.02,9,5350,买盘
31,09:33:33,5.96,0.0,1,596,买盘
32,09:33:36,5.96,0.0,9,5364,买盘
33,09:33:48,5.96,0.0,1,596,买盘
34,09:33:51,5.96,0.0,9,5364,买盘
35,09:33:57,5.91,-0.05,52,30736,卖盘
36,09:34:00,5.91,0.0,3,1773,买盘
37,09:34:06,5.96,0.05,9,5364,买盘
38,09:34:18,5.95,-0.01,5,2975,买盘
39,09:34:21,5.95,0.0,9,5355,买盘
40,09:34:27,5.94,-0.01,21,12474,买盘
41,09:34:33,5.95,0.01,1,595,买盘
42,09:34:36,5.96,0.01,9,5359,买盘
43,09:34:40,5.96,0.0,2,1192,买盘
44,09:34:51,5.96,0.0,9,5364,买盘
45,09:35:00,5.93,-0.03,4,2373,卖盘
46,09:35:04,5.93,0.0,1,593,卖盘
47,09:35:06,5.96,0.03,9,5364,买盘
48,09:35:21,5.96,0.0,9,5364,买盘
49,09:35:24,5.96,0.0,7,4172,买盘
50,09:35:37,5.96,0.0,9,5364,买盘
51,09:35:51,5.94,-0.02,16,9504,中性盘
52,09:35:54,5.94,0.0,28,16632,买盘
53,09:35:57,5.94,0.0,27,16038,买盘
54,09:36:00,5.94,0.0,2,1188,买盘
55,09:36:06,5.94,0.0,9,5346,买盘
56,09:36:12,5.94,0.0,49,29076,买盘
57,09:36:15,5.94,0.0,20,11880,买盘
58,09:36:21,5.94,0.0,62,36762,买盘
59,09:36:24,5.94,0.0,53,31482,买盘
60,09:36:36,5.94,0.0,9,5346,买盘
61,09:36:49,5.94,0.0,2,1188,买盘
62,09:36:51,5.96,0.02,9,5358,买盘
63,09:37:04,5.94,-0.02,1,594,卖盘
64,09:37:06,5.96,0.02,9,5364,买盘
65,09:37:21,5.97,0.01,9,5367,买盘
66,09:37:33,5.96,-0.01,3,1788,卖盘
67,09:37:36,5.96,0.0,9,5364,买盘
68,09:37:51,5.96,0.0,9,5364,买盘
69,09:38:06,5.96,0.0,21,12516,买盘
70,09:38:13,5.94,-0.02,2,1188,卖盘
71,09:38:21,5.96,0.02,9,5364,买盘
72,09:38:36,5.96,0.0,9,5364,买盘
73,09:38:51,5.96,0.0,9,5364,买盘
74,09:39:03,5.94,-0.02,1,594,卖盘
75,09:39:06,5.96,0.02,9,5364,买盘
76,09:39:13,5.94,-0.02,33,19602,卖盘
77,09:39:21,5.94,0.0,9,5346,买盘
78,09:39:36,5.94,0.0,9,5346,买盘
79,09:39:51,5.94,0.0,9,5346,买盘
80,09:40:06,5.94,0.0,9,5346,买盘
81,09:40:21,5.94,0.0,9,5346,买盘
82,09:40:33,5.94,0.0,4,2376,买盘
83,09:40:36,5.94,0.0,27,16038,买盘
84,09:40:45,5.94,0.0,10,5940,买盘
85,09:40:48,5.94,0.0,2,1188,买盘
86,09:40:51,5.94,0.0,59,35046,买盘
87,09:40:54,5.94,0.0,2,1188,买盘
88,09:40:57,5.94,0.0,2,1188,买盘
89,09:41:00,5.94,0.0,6,3564,买盘
90,09:41:06,5.95,0.01,31,18423,买盘
91,09:41:12,5.95,0.0,100,59500,买盘
92,09:41:16,5.95,0.0,2,1190,买盘
93,09:41:19,5.95,0.0,3,1783,买盘
94,09:41:21,5.96,0.01,9,5364,买盘
95,09:41:36,5.96,0.0,9,5364,买盘
96,09:41:48,5.95,-0.01,14,8330,卖盘
97,09:41:51,5.96,0.01,9,5364,买盘
98,09:41:54,5.95,-0.01,41,24395,卖盘
99,09:41:57,5.95,0.0,16,9520,卖盘
100,09:42:01,5.95,0.0,2,1190,卖盘
101,09:42:06,5.96,0.01,9,5364,买盘
102,09:42:21,5.95,-0.01,19,11314,卖盘
103,09:42:36,5.96,0.01,9,5364,买盘
104,09:42:51,5.96,0.0,9,5364,买盘
105,09:43:06,5.96,0.0,9,5364,买盘
106,09:43:21,5.96,0.0,9,5364,买盘
107,09:43:30,5.95,-0.01,37,22015,卖盘
108,09:43:36,5.96,0.01,9,5364,买盘
109,09:43:45,5.96,0.0,15,8940,买盘
110,09:43:51,5.96,0.0,9,5364,买盘
111,09:44:06,5.96,0.0,9,5364,买盘
112,09:44:21,5.96,0.0,9,5364,买盘
113,09:44:36,5.96,0.0,9,5364,买盘
114,09:44:51,5.96,0.0,9,5364,买盘
115,09:45:06,5.97,0.01,9,5373,买盘
116,09:45:21,5.97,0.0,9,5373,买盘
117,09:45:24,5.94,-0.03,6,3564,卖盘
118,09:45:30,5.94,0.0,50,29700,卖盘
119,09:45:37,5.97,0.03,9,5368,买盘
120,09:45:51,5.96,-0.01,9,5364,买盘
